id_number	mz	rtime	cSelectivity	goodness_fitting	snr	posi-Yeast-12C14N-a	posi-Yeast-12C14N-b	posi-Yeast-12C14N-c	posi-Yeast-13C14N-a	posi-Yeast-13C14N-b	posi-Yeast-13C14N-c
F2515	335.241	145.95	1	0.82	581	1575201	1343399	1551204	1326221	1562616	1808779
F2516	168.1799	765.93	1	0.89	10	19389297	20375278	23816307	21918005	24048372	25332411
F2517	168.1799	836.75	1	0.91	8	19839877	23786855	25385946	22968066	25257370	27140693
F2518	335.2945	143.05	1	0.97	1595	2396728	2652612	2474854	3292269	3968003	3630364
F2519	237.1965	420.68	1	0.68	35	3048061	2962967	2789131	0	2982917	2904214
F2520	335.3576	172.51	1	0.96	352	0	0	0	1476425	1534088	1363146
F2521	335.3576	280.26	1	0.99	558	0	0	0	6525620	6465584	6421484
F2522	168.9461	579.85	1	0.93	11	2460995	3426714	3292280	3295342	3469380	3465185
F2523	168.9461	733.28	1	0.72	9	851236	949026	865480	925327	927973	944095
F2524	168.9461	826.81	1	0.95	181	14422507	13614947	18186062	248578	73825	28531
F2525	168.9461	845.08	1	1	307	437259	3659534	1269040	14622526	16162779	17745571
F2526	336.0535	398.12	1	0.94	68	8140939	8582645	8081416	7922648	8193757	8342657
F2527	237.2218	143.05	1	0.93	73	1265364	1303397	1335687	861190	784718	637996
F2528	237.2218	227.85	0.71	0.77	8	565180	514285	536258	96278	85820	110667
F2529	336.1327	212.72	1	0.98	215	0	1471104	1550777	1518610	1490941	1601114
F2530	169.0803	703.36	1	0.98	168	0	0	0	1965043	2018210	2093711
F2531	169.0803	833.42	0.88	0.66	54	0	0	0	506008	523741	521253
F2532	237.2328	147.7	1	0.79	466	1201598	559826	746371	433534	659876	571480
F2533	238.0714	420.68	1	0.95	224	0	0	0	881416	889497	923768
F2534	336.1532	181.7	0.85	0.85	7	982461	1137563	932108	1512241	1375004	1247288
F2535	336.1532	692.3	1	0.78	19	12797518	13742410	13773861	13806236	13789028	13163412
F2536	238.123	157.74	1	0.93	62	362570	0	0	651722	514069	626327
F2537	238.1555	187.59	1	0.93	69	0	0	0	946977	945793	1054251
F2538	238.1555	244.69	1	0.98	192	0	0	0	1536717	1506064	1690436
F2539	169.1013	145.04	1	0.95	231	945478	1249141	1451773	1392645	1650328	939636
F2540	169.1013	235.83	0.82	0.61	36	335655	343301	278332	280542	371150	316006
F2541	336.1653	166.85	1	0.9	449	12138036	11641573	11986424	13209326	12445285	12258786
F2542	238.1654	248.68	1	0.62	59	23643614	24307135	26389375	22155246	22945789	24887587
F2543	336.1736	174.58	0.71	0.68	112	0	417698	352909	332592	316411	330121
F2544	169.1223	152.07	1	0.95	101	32723288	31329313	32990466	21255436	19059426	16956716
F2545	238.1804	157.74	1	0.67	17	1377517	1509940	1546224	1614010	1501420	1367154
F2546	238.1804	237.83	1	0.49	7	732302	486155	756139	898044	860244	765066
F2547	296.1646	146.83	1	0.94	498	1045713	1200975	1324604	780609	780245	596340
F2548	296.1646	160.81	1	0.85	438	1493401	2083317	2019220	2481234	2036056	1817255
F2549	296.1646	238.79	1	0.95	77	229877	70720	239350	232666	262175	266014
F2550	238.2017	186.61	1	0.93	52	3057950	3284728	3162646	3536571	3624847	3830100
F2551	238.2017	207.69	1	0.95	21	1629529	1355773	1531674	1874721	1953746	1973978
F2552	170.1176	148.57	1	0.98	1103	272745876	282746723	288384188	773426471	766565753	755545412
F2553	336.1806	148.57	1	0.62	181	1449660	2234355	1360002	1337103	1240073	1159216
F2554	336.1806	167.76	0.76	0.65	50	962616	1099123	1213652	1308989	1419123	1355677
F2555	336.1806	237.83	0.8	0.75	75	823918	972370	1050367	1090621	1176351	1141632
F2556	336.1806	414.1	0.74	0.83	22	138698	129341	163285	221103	242772	216721
F2557	296.1705	185.63	1	0.66	31	4236645	3924704	4232407	4698588	4436285	4213557
F2558	296.1705	238.79	1	0.72	21	3949618	4256207	4234480	4517538	4434207	4567733
F2559	170.1257	153.86	1	0.96	157	2222003	2062792	2433102	45260	101008	549628
F2560	238.2168	154.79	1	0.96	159	2423425	1784376	2166523	779192	798756	732064
F2561	238.2168	426.07	0.9	0.63	33	1925224	1862873	1672603	1864638	1776924	1713258
F2562	239.0019	773.92	0.99	0.46	7	1447170	1884686	2403722	1863579	2411486	2344388
F2563	239.0019	1161.49	1	0.95	68	47023675	58525777	57628971	54096834	64038024	62020820
F2564	296.1859	145.04	1	0.95	326	3619199	3724802	3557996	3137427	3286559	3840169
F2565	296.1859	236.86	1	0.85	62	1253124	1228959	1288508	1533969	1437543	1499332
F2566	170.1289	540.39	1	0.9	36	51974491	50614125	52406640	51155396	50917319	51045155
F2567	170.1289	611.69	1	0.74	8	6220436	6649754	6099839	6956684	6296953	6291263
F2568	170.1289	779.98	1	0.65	12	40675627	39612324	39295296	39318327	38226101	37827178
F2569	296.2069	170.53	1	0.74	147	18912626	19065499	19392301	19257961	18469551	19304735
F2570	239.1072	145.04	1	0.94	181	743592	781115	751232	713801	733885	847917
F2571	239.1072	641.74	0.86	0.7	58	621908	757251	814144	0	7570	9342
F2572	239.1072	657.34	0.88	0.99	69	5507	48743	7666	396805	528516	498127
F2573	170.1539	157.74	1	0.91	90	38491485	35161753	33067313	34665493	32236693	30549016
F2574	296.2222	145.95	1	0.64	208	4988442	3736460	5076371	3891798	3860261	4137805
F2575	171.0632	774.92	0.81	0.77	47	426486	390081	428539	5662	2735	6459
F2576	239.1396	185.63	1	0.72	15	715668	772417	674904	612174	560657	481660
F2577	239.1396	238.79	1	0.8	30	772931	651199	803075	583783	509536	557506
F2578	296.2303	145.04	1	0.97	686	1134106	971057	1185486	1428302	1344131	905507
F2579	296.2303	160.81	0.92	0.83	191	342485	382921	602619	102503	33130	38159
F2580	296.2303	235.83	0.95	0.95	62	82445	10758	118784	100702	131648	157001
F2581	171.0652	160.81	1	0.97	256	7529325	6810053	7440125	7586637	7122168	7454067
F2582	239.1434	145.95	1	0.88	119	2739609	1808847	1789327	2399024	2663993	2241127
F2583	171.0893	448.8	1	1	706	0	0	0	1622863	1652694	1732812
F2584	296.2433	133.55	0.87	0.98	15	538970	680849	594165	616600	687628	580016
F2585	296.2433	170.53	0.9	0.88	16	571320	467040	634596	753436	766383	1011685
F2586	296.2433	185.63	0.94	0.95	28	3854354	4107404	4215019	3275372	3798866	3523823
F2587	239.1494	206.71	1	0.88	31	94543503	88120021	96688927	108395772	106736957	108805632
F2588	239.1494	259.78	1	0.94	107	227766892	235468761	241624413	267051115	270977984	277413556
F2589	171.0997	843.06	0.74	0.85	10	646822	872587	723354	582610	851318	765506
F2590	239.1645	146.83	1	0.92	99	4729244	5220501	5156336	7386226	5911398	5989419
F2591	239.1645	237.83	1	0.7	11	615879	215390	736900	855535	695223	752562
F2592	171.1016	147.7	1	0.97	379	22237975	22832359	23246330	55400543	52767332	53673336
F2593	296.2583	152.07	1	0.98	1835	1808107195	1925834710	1535041612	503156777	824846478	520417317
F2594	336.2017	145.95	1	0.77	88	953800	629647	816974	1272703	938672	897591
F2595	336.2017	341.05	1	0.93	66	6168874	6946568	6429496	6695903	6835774	7134684
F2596	296.9184	827.95	1	0.94	150	4285923	4367887	5564307	40205	12810	1635
F2597	296.9184	845.08	1	1	263	12527	896547	189902	4308924	4680259	5273451
F2598	239.1759	238.79	0.9	0.51	6	204706	71058	220647	264941	191117	177585
F2599	239.1759	358.79	1	0.99	340	22188560	21554643	21062581	27183029	25390989	25201829
F2600	297.0829	143.05	1	0.99	710	10579425	15200090	18766365	21771024	25476753	27956986
F2601	239.1798	145.95	1	0.9	591	1592387	1447177	1656307	1132384	1101105	977775
F2602	336.2168	146.83	1	0.92	1516	21264944	21127506	21260615	19812625	20308815	19734630
F2603	239.201	144.07	1	0.62	16	715733	455120	609900	466370	856981	707966
F2604	240.0613	254.73	1	0.83	89	376704	0	367653	0	437648	394307
F2605	297.1485	146.83	1	0.94	255	12200096	12458130	12604587	12855904	12285212	11059308
F2606	297.1485	419.6	1	0.92	9	676503	668792	746165	296968	313942	329978
F2607	336.2251	148.57	1	0.72	98	683480	930402	1199794	771365	1257968	562642
F2608	336.2251	235.83	1	0.97	134	940489	38581	1023051	1339217	1107554	1200053
F2609	336.2251	253.71	0.86	0.42	26	2139905	2217114	2263448	2300317	2129386	2256845
F2610	336.2251	405.48	0.9	0.42	37	2139905	2217114	2263448	2300317	2129386	2256845
F2611	297.1851	145.95	1	0.98	493	16262803	16794263	17947525	16349648	16325744	15102055
F2612	240.0661	626.69	1	0.8	19	11270768	10850908	11216948	10840027	10858103	10890589
F2613	240.0661	778.96	1	0.62	7	7961743	7905968	7767889	7863850	8073690	7669107
F2614	336.2299	156.73	1	0.86	1111	16705806	12258698	8312764	7206932	4893886	3468873
F2615	336.2299	231.88	1	0.81	45	1720206	1276306	2163819	916194	843410	1189165
F2616	336.2299	338.95	0.99	0.56	18	2316516	2694050	2852898	1432903	1345580	1649359
F2617	240.1447	185.63	1	0.9	28	1424694	1301122	1516503	1827945	1664292	1680647
F2618	240.1447	237.83	1	0.76	25	722722	288881	780926	826253	875662	815796
F2619	336.238	143.05	1	0.89	105	335341	265641	634189	1444508	1678533	1550674
F2620	336.238	154.79	1	0.84	194	3459706	3258044	3281264	4323348	4054836	4906463
F2621	297.2021	207.69	1	0.88	35	2201864	2334808	2536628	2177525	2250475	2198507
F2622	297.2021	258.76	1	0.98	152	6245565	337822	7127641	5616649	6089596	6318803
F2623	297.2021	286.47	1	0.58	23	878590	6891055	848990	759620	789451	809799
F2624	297.2021	569.33	1	0.54	17	5517799	5472230	5422263	5625855	5221702	5286299
F2625	240.153	206.71	1	0.89	36	9512870	9014309	10036043	11032640	11044285	11054995
F2626	240.153	259.78	1	0.94	122	19558032	20406515	21532771	23929702	24458477	23522372
F2627	297.2061	145.95	1	0.9	550	1630044	1933580	2092062	1632486	2112461	1661920
F2628	297.2061	236.86	1	0.7	51	165156	47255	132059	217597	184479	180876
F2629	336.2533	146.83	1	0.95	111	6742113	6538758	7149162	7622930	6934381	16123949
F2630	336.2533	232.87	1	0.82	64	7883823	7229689	8417770	8123971	7894599	8295644
F2631	336.2533	411.94	1	0.64	18	9673986	10540130	9825363	9693979	9440892	9773092
F2632	240.1597	166.85	1	0.5	12	2343488	2022811	2053242	1668051	0	1497268
F2633	336.3107	149.44	1	0.98	510	40497182	38848129	39478440	39512557	40126819	38997830
F2634	336.326	150.31	1	1	5907	3066326	2938522	3517880	27321862	28545993	25609933
F2635	297.21	171.5	1	0.74	298	631813	776266	595607	933602	834092	778547
F2636	297.21	185.63	0.95	0.97	175	843871	934920	887428	816496	760830	846658
F2637	297.21	230.88	0.92	0.82	64	276531	114191	324632	206774	247788	305932
F2638	240.1809	166.85	1	0.99	18	13505081	13678822	13710040	15370255	15104121	15588859
F2639	240.1809	205.65	1	0.92	50	262417359	244968203	303439414	221780450	240818903	272517979
F2640	240.1809	253.71	1	0.94	283	691900210	765359197	773679349	747368731	787307598	834091934
F2641	171.1129	783.2	1	0.59	20	14099795	13923148	13674574	13331804	12929414	13076481
F2642	297.2176	238.79	1	0.97	103	0	0	0	617617	578662	693497
F2643	336.361	172.51	1	0.97	628	0	0	0	10134994	9839066	9350934
F2644	336.361	280.26	1	0.99	1033	0	0	0	40763541	39480903	39666207
F2645	171.1146	147.7	1	0.9	907	0	0	100972	1894743	2307744	1522655
F2646	297.2427	144.07	1	0.91	330	32116028	31352605	30346573	24726850	25972301	26901438
F2647	297.254	167.76	0.67	0.41	122	0	0	0	0	593571	461463
F2648	240.1961	157.74	0.88	0.74	18	709715	488557	619020	1029231	955227	763148
F2649	240.1961	444.24	0.55	0.47	7	855771	771054	846840	800236	772350	785628
F2650	171.1169	145.95	1	0.91	215	1391379	1172588	1404474	1350938	1395741	774256
F2651	171.1169	236.86	0.66	0.68	35	246655	107428	350861	376365	320593	323058
F2652	171.1169	256.74	0.67	0.7	26	30731	198006	28565	226182	264537	284467
F2653	240.2074	433.89	1	0.98	299	3157323	3159246	3080387	2942166	2870675	2835094
F2654	240.2325	146.83	1	0.93	74	3757205	3181434	3783842	2474052	2512275	2257215
F2655	240.2325	372.75	0.93	0.54	8	3232784	3331288	3341812	1774766	1735321	1811956
F2656	171.1209	148.57	1	0.98	1379	25198512	26969136	24389078	74447662	71349003	73305691
F2657	171.1209	465	1	0.95	31	1675451	1815222	2039979	3200245	3269713	3536519
F2658	297.2617	152.07	1	0.99	2505	365556233	369751610	362686495	157230815	152175914	149047682
F2659	241.043	768.96	1	0.93	637	0	0	0	2313356	1978111	2920428
F2660	171.1239	148.57	1	0.95	717	1369178	316433	134058	297334	332882	1203937
F2661	297.2792	143.05	1	0.93	913	7967208	8193626	8847725	8251850	8123276	7533785
F2662	171.1257	148.57	1	0.9	751	0	1134593	0	0	5979038	4249681
F2663	171.1257	540.39	0.94	0.95	46	414915	405949	432647	388455	420214	412678
F2664	241.1074	145.04	1	0.85	16	89534	91842	125360	189596	69847	75451
F2665	241.1074	160.81	1	0.72	71	2308571	2500146	2185364	2825789	2391482	1963658
F2666	297.29	148.57	1	0.93	2498	14867306	14656316	15580280	9224384	8097241	8423498
F2667	241.1225	145.95	1	0.91	272	762973	613699	952696	647702	566550	755128
F2668	241.1225	155.75	1	0.64	198	319069	402030	520293	584449	601260	581596
F2669	171.1323	540.39	1	0.92	57	4324220	4218098	4357775	4271977	4234366	4276172
F2670	171.1323	611.69	1	0.74	12	517695	532392	484289	558592	540950	534505
F2671	171.1323	777.94	1	0.73	17	2850082	2792087	2687638	2788614	2703228	2725128
F2672	298.0824	143.05	1	0.98	1589	2125207	2459525	2907785	3450092	4451285	4902191
F2673	298.0861	143.05	1	0.93	640	0	723071	0	927226	1321498	1078160
F2674	171.138	145.04	1	0.81	9	1266132	1009905	714589	1207659	1478368	757858
F2675	171.138	155.75	1	0.93	24	3443547	3268814	3218831	3583740	3517453	3508614
F2676	298.1439	169.59	0.38	0.69	77	478472	542147	0	0	0	620337
F2677	241.1436	236.86	0.2	0.49	9	322827	0	292320	372086	313558	313607
F2678	241.1531	207.69	0.83	0.97	114	460914	481629	509420	415678	458606	565180
F2679	241.1531	259.78	1	0.98	418	1490502	43830	1567827	1823186	1890293	1934795
F2680	298.1497	446.47	0.94	0.91	48	447469	498074	479676	514175	510177	513442
F2681	298.1497	720.9	1	0.84	93	1199490	1157000	1135148	13030	17998	23025
F2682	298.1497	741.1	1	0.99	177	2613	73719	11615	1086517	1083870	989349
F2683	298.1517	145.95	1	0.9	649	939043	942655	1157668	1388835	839059	751252
F2684	171.1493	171.5	1	0.78	8	16289680	16171129	16665670	21624473	21226878	22226023
F2685	171.1493	229.88	1	0.6	10	13332567	7340915	13802839	16580378	16445824	17539559
F2686	171.1493	328.49	1	0.99	44	102514157	102834324	97547340	125917603	121431380	119306198
F2687	171.1493	455.75	1	0.67	8	19366597	19531283	18864559	19666496	19426600	19509035
F2688	241.1553	650.79	1	0.89	16	6332019	5974101	6097524	741493	602639	535466
F2689	298.1689	118.83	1	0.98	658	945096	979537	976295	1180854	1217394	1108185
F2690	298.1689	262.83	0.91	0.89	80	95096	20754	77846	300944	278700	209329
F2691	241.1589	145.95	1	0.97	481	2587795	2748186	2587373	2550584	2551721	2344911
F2692	171.1572	147.7	0.93	0.84	61	178994	195375	311638	153399	0	475789
F2693	171.1572	156.73	1	0.93	227	1039340	1101107	1112063	826313	943296	1321672
F2694	298.18	146.83	1	0.48	620	4543126	4601598	5770836	4854877	5325259	5499399
F2695	298.18	237.83	1	0.82	63	299636	278473	308354	415228	331144	346606
F2696	298.18	428.3	1	0.97	53	175460	178941	208501	1781695	73689	74151
F2697	241.1658	244.69	1	0.99	137	0	0	0	449362	466045	450823
F2698	241.1658	870.6	0.83	0.98	65	0	0	0	725516	670466	609806
F2699	241.1688	720.9	1	1	480	0	0	0	1286871	1338760	1352969
F2700	171.1857	417.43	1	0.37	32	3745966	4883106	3601769	4324285	4648335	3852190
F2701	337.1288	254.73	1	0.98	417	1463224	56992	1191389	1291739	1277546	1200058
F2702	241.1778	205.65	1	0.9	92	572657	646832	716040	394087	527238	605384
F2703	241.1778	252.7	1	0.96	419	1966567	187131	2028677	1888864	2355305	2276879
F2704	337.1369	659.46	1	0.94	75	0	0	0	697382	643513	584590
F2705	172.0607	645.21	0.73	0.83	48	763913	796570	807165	10000	13058	14831
F2706	241.1801	146.83	1	0.94	78	3178313	2232558	2312575	2277531	3892238	2056461
F2707	172.0685	160.81	1	0.75	251	0	0	360022	327650	262849	205710
F2708	172.0685	797.36	1	0.97	91	0	0	1250	262501	255353	273180
F2709	337.1532	820.99	1	0.8	348	0	0	0	3144677	3177363	3021538
F2710	337.1532	833.42	1	1	596	0	0	0	4624250	4929737	5049975
F2711	172.0927	448.8	1	1	2029	0	0	0	6464461	6553535	6743954
F2712	337.1687	165.91	1	0.84	478	776593	806153	552783	1031343	882010	1014680
F2713	241.1841	166.85	1	0.99	17	1007534	1125931	1124940	1326263	1677573	1625794
F2714	241.1841	206.71	1	0.92	56	27609387	25946183	32109305	23263246	25028332	28761137
F2715	241.1841	253.71	1	0.94	318	75224421	83718523	83586781	80613831	85327746	90135156
F2716	172.105	147.7	1	0.84	1039	793144	696486	1096481	3059691	3616515	4181996
F2717	337.1758	183.67	0.87	0.89	38	176635	146428	199559	163490	179286	127243
F2718	337.1758	504.54	0.86	0.92	40	107429	98707	90523	401388	375321	399378
F2719	241.1915	173.54	1	0.87	121	687565	580244	598880	881383	998632	993008
F2720	241.1915	185.63	1	0.96	192	1120888	1182305	1192177	1880500	1967400	1825257
F2721	241.1915	238.79	1	0.99	172	612207	18571	674971	1050387	847362	962875
F2722	172.1121	158.76	1	0.89	175	477845	593214	476276	642033	482604	516317
F2723	298.1862	171.5	0.68	0.65	134	16136935	17869482	19265739	18931598	19153563	21053712
F2724	298.1862	185.63	0.66	0.69	76	56920212	58057083	53357081	54324209	54067510	52360047
F2725	298.1862	418.51	0.66	0.69	101	56920212	58057083	53357081	54324209	54067510	52360047
F2726	298.1862	528.63	0.8	0.95	10	1834452	2071475	2204122	2428332	2492794	2771575
F2727	337.1793	147.7	1	0.96	1179	4941245	6058820	5050638	4893346	4680081	4406447
F2728	298.1885	145.04	1	0.96	642	0	1727426	1678695	1165456	1122327	1029542
F2729	241.1955	145.95	1	0.94	152	1306838	1966696	1538114	1383280	1217458	1386504
F2730	241.1955	159.79	0.86	0.7	36	474590	461032	499208	125174	260799	46507
F2731	241.1955	235.83	0.88	0.75	23	562781	618731	588415	649896	571003	545793
F2732	172.1332	148.57	1	0.96	389	651974547	655294239	647019412	1572396999	1530662424	1498269716
F2733	172.1332	167.76	1	0.9	146	472001828	462201813	468316458	792293116	746818478	763173570
F2734	298.2016	447.66	0.46	0.74	11	470400	411353	400622	458705	450849	440370
F2735	241.2167	145.04	1	0.94	17	883208	955070	1154981	942339	1209648	1045902
F2736	337.2009	145.95	1	0.76	418	2996512	3750764	2939524	3259588	3273266	3079266
F2737	337.2009	237.83	1	0.84	128	821754	829609	831737	857081	872685	850225
F2738	337.2009	413.02	1	0.4	31	310525	314313	339906	396036	379979	380990
F2739	337.2162	130.38	0.84	0.96	75	160422	158762	186839	221869	164805	211923
F2740	337.2162	144.07	1	0.9	364	650479	758524	672727	766566	744990	752728
F2741	242.1393	184.65	0.76	0.76	9	1959839	1796697	1799828	1504556	1441498	1331897
F2742	242.1393	237.83	0.93	0.71	14	1325488	480821	1237698	1359092	1115429	1110491
F2743	337.2205	146.83	1	0.76	889	2634631	2707186	2584648	2482076	2597615	2256780
F2744	242.1438	797.36	1	0.98	393	0	0	0	1378260	1377349	1402094
F2745	172.1526	172.51	1	0.57	9	1201212	1282106	1149779	1609007	1462972	1620168
F2746	172.1526	230.88	1	0.66	12	1162736	580969	1229924	1462478	1598693	1543699
F2747	172.1526	328.49	1	0.99	53	9795069	9730655	9279441	12083661	11718438	11522754
F2748	172.1526	456.9	1	0.7	10	1758318	1801065	1772091	1836357	1855832	1795136
F2749	298.2379	145.95	1	0.81	211	6864163	6437937	7074617	5006860	5563277	5371003
F2750	337.2332	156.73	1	0.9	402	1801764	1094851	703715	298120	0	516193
F2751	242.1543	156.73	0.18	0.68	36	0	295771	0	0	0	251445
F2752	337.2374	145.95	1	0.98	1699	4449093	3998608	4787385	4508733	4221928	4167476
F2753	337.2374	236.86	0.86	0.95	83	203209	0	193949	217188	205011	244370
F2754	298.246	144.07	1	0.95	973	4013841	4209344	4447662	3578752	3364203	4168959
F2755	298.246	237.83	0.97	0.77	39	151350	29307	145441	270014	98182	147044
F2756	172.1695	155.75	1	0.95	28	3031991	3360598	3527484	4549668	3841416	4696341
F2757	172.1695	254.73	1	0.71	22	10680897	10741194	11530965	22186177	22355051	23819022
F2758	298.2653	152.07	1	0.99	7171	26495705	28896048	28073713	11166620	10744032	12073143
F2759	172.2058	321.34	0.76	0.75	64	0	0	0	1540425	1533106	1559020
F2760	337.257	155.75	0.67	0.98	144	1002489	766932	193518	1080093	1010409	493763
F2761	337.257	232.87	0.67	0.91	101	1089144	987822	1097219	1111651	1091430	1105981
F2762	337.257	410.85	0.89	0.56	25	1622896	1671799	1637730	1710855	1594578	1768115
F2763	173.0716	797.36	1	0.99	860	0	0	0	3620515	3981663	4015205
F2764	337.274	143.05	1	0.96	2001	3584558	3750940	3787719	3382346	3627367	3818322
F2765	337.2848	152.96	1	0.79	1144	3602542	1978587	3726572	690172	472994	544511
F2766	337.3102	144.07	1	1	2435	3298864	3082504	3010400	3394544	3584379	3130409
F2767	298.274	151.18	1	0.99	1572	611188323	609850624	627350269	333584935	322181109	320322864
F2768	173.0786	260.8	1	0.93	35	12157397	12386083	13906514	16882778	17165121	17900854
F2769	173.0786	839.96	1	0.79	10	12376870	11903170	12973034	11579076	11619980	12057164
F2770	337.3142	149.44	1	0.99	928	6732177	7527935	7608066	5983642	6667643	6341609
F2771	298.2823	143.05	1	0.92	860	1327045	930751	1180408	1318053	1030777	1249554
F2772	337.3291	148.57	1	0.45	502	0	0	0	2845118	3917659	3528942
F2773	298.3108	144.07	1	0.92	277	547067	467256	377774	201320	0	438840
F2774	337.6384	659.46	1	0.98	1524	0	0	0	4667720	4778786	4697513
