id_number	mz	rtime	neg-12C14N-3-0ev	neg-12C14N-1-0ev	neg-12C14N-2-0ev
F8757	367.2433	161.06	166707	92283	129232
F8805	368.1086	717.79	414763	289712	405890
F8806	368.1246	711.95	892616	710041	826064
F8812	368.3167	158.24	620997	853141	954151
F8819	368.3612	140.76	1065313	1149353	1051891
F8822	368.8066	830.57	22826922	20079993	21235351
F8823	368.8161	830.57	1908273	1814322	2045647
F8830	368.8707	1173.17	2733067	2797307	2916267
F8829	368.8707	1142.81	1815006	1803236	1992613
F8831	368.9119	826.61	41308	110498	52932
F8843	368.9765	120.51	332611	374255	329153
F8868	369.121	712.54	3934061	3525959	3896145
F8869	369.1515	678.51	976706	973785	1057752
F8875	369.1552	171.23	303453	299354	232401
F8876	369.1835	414.81	870513	830665	701675
F8878	369.1918	677.93	34520	49794	35554
F8879	369.198	1006.44	15340125	14957015	15215496
F8918	369.3007	221.46	510740	607104	535172
F8920	370.0426	827.18	691361	1037213	847089
F8921	370.0426	834.52	252458	138388	194373
F8932	370.0744	843.14	100680	116531	139278
F8961	370.1244	711.95	404039	411089	457275
F8963	370.1402	710.2	366768	300992	339218
F8967	370.2013	1006.44	1851420	1833894	1855505
F8976	370.3324	156.54	461311	547772	497824
F8978	370.3324	254.38	205894	140260	103131
F8979	370.8047	830.57	6674528	5793381	5979697
F8990	370.8683	1196.91	3843112	4064827	3994266
F8989	370.8683	1117.22	1609551	1598652	1582282
F9047	371.0585	518.43	204223	204691	192527
F9048	371.0585	522.58	136763	108184	123792
F9049	371.0657	158.8	12875088	891828	5843854
F9058	371.075	423.46	157340	146773	131731
F9088	371.1044	428.04	9565119	9724903	9589960
F9125	371.1201	151.47	10661084	213549	3011421
F10069	371.1349	709.03	1857026	1728798	1836928
F9126	371.1437	734.22	277734	222001	279154
F9131	371.166	818.52	6718407	6150142	6612412
F9146	371.1709	164.44	3088817	3200892	2965389
F9158	371.1936	676.19	509339	373822	426036
F9159	371.1936	866.36	411376	412274	336516
F9160	371.1992	421.74	415114	429035	405627
F9169	371.2071	174.09	575593	495320	547380
F9175	371.2437	158.24	616187	773677	641356
F9177	371.2437	424.61	216192	269544	205006
F9176	371.2437	182.68	86982	41470	59729
F9178	371.28	136.12	621973	521766	542091
F9181	371.3165	153.16	2482182	2578876	2285882
F9183	371.3165	234.89	417541	429765	429924
F9182	371.3165	229.05	430650	359719	399324
F9195	372.14	709.62	169505	149247	176795
F9196	372.1483	124.55	135812	135496	216244
F9197	372.1693	819.09	860399	557342	713845
F9199	372.2755	159.93	422519	339800	228289
F9200	372.3116	161.62	219806	272134	273557
F9203	372.8033	833.39	486631	553999	421887
F9205	373.0449	164.44	15927262	1704601	8008836
F9204	373.0449	158.8	13225242	1746045	7253543
F9211	373.0997	155.41	2772503	0	0
F9212	373.0997	820.8	1584724	0	0
F9224	373.1006	821.94	0	1522486	1540738
F9222	373.1006	157.11	0	854053	1300694
F9240	373.1365	1014.56	1134437	1161579	1136774
F9236	373.1365	187.27	456688	504783	491894
F9245	373.1502	164.44	3048766	2890597	3126922
F9248	373.1687	124.55	3373215	3024683	3481641
F9254	373.1866	166.14	9593416	9318589	9439535
F9257	373.2018	419.43	765205	871614	774824
F9258	373.2092	807.74	611440	695511	612192
F9267	373.2595	160.5	2743083	2800012	2746074
F9266	373.2595	141.91	65450	39690	54125
F9268	373.3113	140.76	213375	158076	159416
F9278	373.8974	1139.24	2878207	2944445	2896273
F9276	373.8974	1098.18	1140626	1162267	1190316
F9282	374.0323	815.68	0	501236	563831
F9281	374.0323	521.4	143070	144730	159988
F9296	374.1569	704.94	1041401	1062983	1047551
F9298	374.1723	125.12	526188	456225	510624
F9301	374.1898	166.14	1395606	1309473	1469233
F9308	374.212	253.82	2140944	1944831	1791086
F9307	374.212	171.23	1134400	1186658	1199668
F9312	374.2626	159.93	248791	0	0
F9337	374.9925	660.43	917040	913514	889027
F9338	375.0245	161.06	1472851	0	695206
F9344	375.0383	837.94	511707	525391	559399
F9350	375.0421	170.1	2573545	0	1299350
F9354	375.0787	164.44	200816	0	0
F9422	375.1523	678.51	150707	189132	162886
F9432	375.1658	163.31	30345241	30895687	31415507
F9436	375.2023	165.01	2448256	2702161	2584993
F9437	375.2023	182.68	1044176	871065	981200
F9441	375.2173	416.55	5364396	5068519	4906645
F9440	375.2173	253.82	467541	551579	757239
F9442	375.2385	140.76	1715697	1957608	1918053
F9443	375.2385	181.54	55444	84109	102174
F9450	375.2751	160.5	4478340	4581035	4571830
F9460	376.0223	837.94	2380373	2027374	2088477
F9463	376.0738	156.54	2735263	1147177	1565136
F9468	376.1184	779.55	640228	504943	626856
F9480	376.1693	162.19	4988615	4894593	5042729
F9486	376.2209	413.65	322856	349813	281692
F9487	376.2209	423.46	203228	172615	171570
F9488	376.2342	166.14	473785	722807	619069
F9489	376.2421	141.33	178300	0	0
F9492	376.2784	160.5	762847	783630	866913
F9494	376.3065	299.12	1489194	1586885	1547869
F9493	376.3065	184.4	106333	196180	198258
F9594	376.9064	875.72	23316	27889	15437
F9596	377.0043	177.52	1262869	28795	668667
F9595	377.0043	172.37	1079971	53506	569106
F9600	377.0856	832.83	544918	605184	500198
F9601	377.0856	889.26	442379	472799	457103
F9633	377.1815	163.31	6403568	6346226	6693914
F9643	377.1967	413.65	679580	674003	659200
F9645	377.2179	179.24	514715	500492	539496
F9647	377.2331	424.61	482270	424602	442929
F9646	377.2331	184.4	57720	42215	26950
F9649	377.2366	145.86	40516707	45895399	43441666
F9648	377.2366	125.12	231505	185764	216893
F9655	377.3062	159.37	128577	300896	0
F9660	378.0532	162.75	1129076	59205	574073
F9674	378.1404	172.37	1328221	1345787	1168423
F9675	378.1518	677.35	76325	99630	111761
F9680	378.2404	145.86	7056031	6697389	6575669
F9687	378.2498	164.44	844359	994008	873137
F9686	378.2498	160.5	400204	624361	534535
F9699	378.8857	836.22	213298	209186	224001
F9715	379.065	889.26	145381	137347	96070
F9744	379.1607	162.75	954057	761396	926288
F9745	379.1607	182.11	47852	79268	78648
F9746	379.1721	704.35	290572	265569	277833
F9753	379.1761	677.93	126863	104289	103890
F9757	379.1971	166.7	3037735	2912912	3150815
F9758	379.1971	179.24	1172711	1214065	1262710
F10779	379.2333	145.86	0	1012987	608530
F9763	379.2519	145.86	11427851	9629049	11107925
F9767	379.3582	141.33	108511	146627	0
F9775	380.0323	175.23	4852108	967332	3149192
F9777	380.0647	300.29	642441	450808	609652
F9779	380.0825	471.72	248571	222555	237232
F9783	380.156	182.68	325170	441840	388104
F9787	380.2005	179.24	142581	126340	83660
F9788	380.2554	145.3	1174784	1170935	0
F9790	380.2934	418.28	1240788	1377449	1217483
F9811	381.009	797.47	239972	208295	231098
F9813	381.032	175.23	651443	0	438200
F9816	381.1014	718.37	356175	416207	361466
F9817	381.1014	722.46	217689	205925	247374
F9845	381.1333	531.46	1734696	1673087	1591433
F9844	381.1333	516.65	1186213	1263848	1303243
F9841	381.1333	126.85	211231	186273	232195
F9843	381.1333	184.4	28636	39890	59181
F9850	381.1892	697.87	538056	542205	521664
F9849	381.1892	679.09	193556	180533	137659
F9862	381.2032	148.66	1231747	2625982	2241381
F9864	381.2032	425.75	298049	183048	307511
F9867	381.2315	122.83	3074127	3116198	3032066
F9869	381.3372	143.05	450497	670142	502410
F9870	381.3736	140.76	2396613	2607734	2665719
F9875	382.0121	183.83	379235	0	0
F9876	382.1003	810.56	579371	484624	480720
F9878	382.129	256.09	118730	60663	81385
F9894	382.1918	426.32	72171	44797	71191
F9897	382.2349	123.98	409875	499751	510028
F9913	382.3769	140.76	386369	406496	449956
F9939	383.1128	804.32	7245703	6748202	6842840
F9938	383.1128	781.81	1578830	1658385	1758052
F10032	383.3164	143.05	517760	615523	586046
F10040	383.3529	153.72	324049	349827	316639
F10039	383.3529	135.54	212191	180158	187533
F10044	384.0118	825.39	1012436	1272975	1303343
F10057	384.1171	805.46	697793	734423	844341
F10058	384.1332	782.94	335504	344296	267907
F10059	384.3119	157.11	813326	1110139	961530
F10060	384.3119	174.66	150101	69939	211052
F10061	384.3119	254.95	74503	19025	37743
F10062	384.3483	154.28	508694	414872	608513
F10066	385.1655	166.7	35226473	34521379	34440046
F10070	385.1722	1006.44	871245	772994	696013
F10076	385.1784	167.84	9736876	9366669	9770782
F10080	385.1865	169.53	921160	941425	991706
F10079	385.1865	163.88	539010	516259	493029
F10092	386.0334	811.7	1748977	1098895	1300422
F10093	386.1641	124.55	311928	266132	273870
F10094	386.1689	166.14	7747682	7708216	8061813
F10098	386.1817	167.84	1929998	1986187	1798800
F10798	386.3276	161.62	0	173072	0
F10099	386.8367	832.83	6612142	6845982	6888756
F10136	387.0259	806.6	37110	0	47650
F10139	387.0972	154.28	16246384	1773578	7458412
F10140	387.1146	832.83	1288251	995634	1046961
F10141	387.1146	889.84	468074	366754	442720
F10142	387.14	821.94	1605560	2563292	2346223
F10143	387.1659	163.88	2952551	3351706	3313905
F10144	387.1722	166.7	478986	363419	519826
F10145	387.1847	123.98	3127244	2818870	3161092
F10150	387.2024	165.01	2703585	2704453	2322152
F10151	387.2024	182.68	1157988	1205928	1267459
F10156	387.275	161.62	1856776	2026104	1972681
F10157	388.0455	808.87	319180	0	364824
F10163	388.1491	813.97	783001	632347	435429
F10165	388.1553	144.18	4586295	5178639	4542386
F10167	388.184	847.8	153250	126976	176377
F10168	388.188	123.98	553025	479651	469292
F10171	388.2057	182.68	159831	0	149648
F10172	388.2494	122.83	255481	318295	350016
F10173	388.3068	174.09	1609473	1202688	1540673
F10175	388.8341	831.7	1379681	1750169	1503800
F10177	388.9117	834.52	1127896	751697	854531
F10179	389.0765	158.8	5679741	859122	2539409
F10182	389.094	153.16	1796459	0	782721
F10183	389.1332	814.54	3091018	2524146	2867284
F10188	389.1451	817.39	3942014	4015488	4034675
F10187	389.1451	172.95	314966	277113	333395
F10189	389.1588	143.62	549165	648769	616271
F10193	389.1816	163.31	16166382	16502521	16485464
F10194	389.1816	254.38	72071	124392	100108
F10214	389.2827	272.33	3758205	4000827	3751634
F10221	389.2907	161.06	430505096	418368873	425008264
F10222	389.31	174.09	302935	275894	264094
F10223	390.076	159.37	854504	0	228663
F10229	390.0894	735.39	99393	67714	104860
F10230	390.1341	740.1	250898	224458	253524
F10233	390.1366	814.54	329326	274265	358186
F10240	390.1849	163.31	2691569	2949144	2765908
F10257	390.2863	168.4	525851	692749	458474
F10269	390.2941	161.06	92005907	87779239	91459417
F10274	390.7985	830.57	943055	772722	937109
F10296	391.18	1023.38	688989	670097	632953
F10300	391.1972	425.75	236336	231289	265563
F10302	391.2125	424.04	455382	486985	461853
F10303	391.2523	149.22	1056675	1294612	671133
F10316	391.2969	160.5	7572408	7909538	8032149
F10317	391.9081	1190.39	21285917	22769273	22081103
F10318	392.0173	835.66	810083	735626	733799
F10319	392.0512	435.54	348293	327842	350869
F10323	392.1562	183.26	651279	699852	694456
F10324	392.1641	161.06	111187	0	0
F10326	392.1786	816.82	275411	362041	406110
F10325	392.1786	679.09	35610	81393	99652
F10327	392.2004	170.66	649234	841536	668695
F10328	392.2004	182.11	375085	425212	503171
F10331	392.2573	414.81	129059	148902	155535
F10332	392.2654	160.5	636327	1072296	1111453
F10808	392.2989	161.06	0	374090	454544
F10348	392.8803	833.96	15536012	12686067	13620169
F10360	392.9076	1134.48	5834882	6055784	5955222
F10359	392.9076	957.31	414614	457058	440350
F10378	392.9378	833.96	659960	340712	438525
F10377	392.9378	827.75	117138	160550	116705
F10379	392.9378	876.89	2901	3089	9520
F10380	393.045	419.43	439183	0	182168
F10385	393.1088	851.83	789804	754476	708174
F10393	393.1764	167.84	1644312	1611173	1658817
F10394	393.2129	163.88	3099770	3385589	3629451
F10813	393.2681	161.06	0	18387	0
F10398	393.2776	159.93	1744168	1537100	1729718
F10399	393.374	140.76	501517	504520	540971
F10400	393.8832	833.96	899158	855636	812074
F10409	393.9048	1139.83	1665789	1701679	1574364
F10407	393.9048	1099.37	1090726	1074986	1044038
F10420	394.1352	177.52	175950	277681	225389
F10814	394.1715	183.26	0	130621	182716
F10453	394.86	834.52	8062877	6381753	6809245
F10456	394.8781	833.96	4431300	3438722	3792519
F10465	394.9739	67.09	2180354	2091795	1992827
F10468	395.0198	520.8	314293	296345	306575
F10483	395.1921	161.06	916850	932559	957687
F10484	395.1921	178.67	642034	552376	558366
F10488	395.247	122.25	1975527	1969916	1997012
F10489	395.2745	159.37	273118	172385	0
F10492	395.3891	140.76	1201141	1181324	1077105
F10496	395.8626	834.52	220238	0	223035
F10511	396.1515	178.1	420205	479301	265145
F10531	396.1691	254.38	133683	87996	144093
F10534	396.2156	427.47	411852	545058	380448
F10533	396.2156	183.83	60429	86343	112872
F10538	396.2506	465.87	370469	410497	388457
F10537	396.2506	122.25	238204	308309	337705
F10559	396.348	156.54	63702925	64543495	63596886
F10567	396.3925	141.33	163465	233589	186348
F10569	396.8386	835.09	2450191	1681985	1837679
F10568	396.8386	827.75	359175	803833	497657
F10570	396.8574	834.52	2188131	1567243	1681873
F10577	397.1298	898.69	798120	845687	879880
F10580	397.1906	163.31	1211325	450917	399903
F10589	397.2263	124.55	1222777	1180107	1158553
F10590	397.332	133.79	449778	429396	431438
F10596	397.3513	156.54	8127528	8576286	8517576
F10598	397.3513	226.13	280132	299986	301410
F10599	397.3513	283.41	57062	94040	50198
F10610	398.0244	1081.51	2999530	2961952	3138642
F10611	398.0244	1124.37	1610891	1567929	1679148
F10620	398.1041	183.83	334881	397989	409300
F10629	398.1196	814.54	1631123	1592682	1331832
F10817	398.3274	157.11	0	283683	0
F10658	398.3547	156.54	640142	717525	549167
F10660	398.3637	156.54	1341707	1291264	1393310
F10663	398.8179	835.66	794317	259857	480818
F10662	398.8179	826.61	55959	139758	119680
F10666	398.8367	835.09	634373	337760	495906
F10669	399.0997	697.87	451001	411015	403377
F10684	399.1077	428.04	909529	1094935	923200
F10685	399.1228	151.47	230267	643888	645955
F10686	399.1228	813.97	109035	51845	103125
F10731	399.1442	172.37	47850	0	31118
F10733	399.1576	140.76	343907	313740	315797
F10737	399.2021	164.44	671937	1003904	1061840
F10750	400.0065	844.89	690288	483823	647354
F10753	400.099	814.54	601552	0	551721
F10763	400.1011	184.97	21695	64167	37290
F10770	400.3066	159.93	772256	330882	546627
F10782	400.8675	873.95	8359	0	0
F10790	401.0156	839.09	378582	505192	425884
F10794	401.13	832.83	166400509	152450000	162443090
F10795	401.13	889.84	51350001	50344547	50844220
F10797	401.1603	176.38	1867530	1650420	1206853
F10803	401.1814	165.57	2874823	2443477	2597106
F10805	401.2	124.55	1959694	1867854	2066635
F10810	401.2179	183.26	172738	155759	180005
F10811	401.2906	159.37	3615086	3017649	3367288
F10815	402.0109	850.1	3989371	4730659	4255496
F10831	402.1279	458.87	327654	250205	309443
F10833	402.1334	832.83	22690286	20729230	22372731
F10834	402.1334	889.84	6853149	6835424	7019309
F10851	402.1634	813.97	2298801	2116123	2100392
F10850	402.1634	175.81	303558	357625	322917
F10853	402.2037	123.4	330337	350215	316534
F10859	402.3224	172.37	1565141	1422552	1413267
F10864	402.9949	846.06	17374115	19746332	17998191
F10870	403.0647	838.51	285272	360953	319184
F10871	403.0835	718.37	574710	673269	671435
F10879	403.1344	832.83	3876452	3263042	3140627
F10880	403.1344	889.84	1113586	1084671	1067126
F10882	403.1486	813.4	16884654	17765017	17847907
F10886	403.1608	166.7	859833	714577	740377
F10887	403.1608	176.95	339782	447636	423960
F10889	403.1951	125.12	711561	512574	782139
F10890	403.1972	163.31	4226828	4541207	4537971
F10891	403.1972	182.11	1651512	1698582	1927601
F10898	403.2335	177.52	279322	169680	209728
F10931	403.3063	159.37	7178347	6032393	7196508
F10933	403.5554	810	1985257	1766023	2208155
F7331	403.9861	808.87	976022	1037879	758668
F7332	403.9984	846.06	1014672	1139614	1040783
F7338	404.1046	889.26	19418935	19242951	19584301
F7340	404.1134	455.96	342201	317978	311597
F7343	404.138	889.26	161437	99818	116750
F7345	404.1513	813.4	1552789	1914271	2249404
F7349	404.2005	181.54	238918	278904	260335
F7348	404.2005	172.37	131260	159221	180974
F7350	404.3096	159.37	1307794	1191473	1415545
F7374	404.3379	419.43	5806088	5953672	5490605
F7370	404.3379	64.78	4265574	4517270	4440108
F7372	404.3379	254.95	1287443	1002442	1137472
F7373	404.3379	277	1287443	1002442	1137472
F7377	404.7831	830.57	2630403	2875557	2823036
F7391	404.9701	592.68	146761	131249	163810
F7405	405.0444	429.19	422593	513301	481926
F7407	405.1079	889.26	2114846	2199322	2139885
F7406	405.1079	832.83	656185	679525	598108
F7412	405.1135	973.94	161946	268511	196596
F10819	405.1535	813.97	0	187920	212441
F7421	405.1764	161.06	3369885	3445566	3459906
F7422	405.1764	179.82	1722476	1657153	1743155
F7423	405.2066	158.24	373101	0	0
F7424	405.2126	167.27	2239127	2555589	2569116
F7425	405.2126	174.09	2309387	2111879	2215702
F7433	405.2856	170.66	121739	8708	77231
F7434	405.3375	154.28	798086	940551	850809
F7444	405.3412	417.7	334983	355130	327173
F7445	405.3412	420.59	254193	253020	209079
F7448	406.0016	810.56	2670309	4287296	3630023
F7454	406.1088	889.26	395696	407993	424444
F7456	406.1354	179.24	478487	470741	434008
F7464	406.1717	183.83	116144	201795	191948
F7470	406.1796	178.67	178504	92983	123462
F10863	406.2812	156.54	0	0	445636
F7473	406.7626	830.57	14495578	13815473	14317780
F7475	406.7721	831.13	16360415	21064962	20722289
F7482	407.1242	854.71	665371	670006	589451
F7543	407.156	125.12	215067	153396	129029
F7546	407.192	178.67	2147211	2035953	2110453
F7545	407.192	166.7	1906496	1868936	1950071
F7550	407.2205	425.75	3786162	3609561	3685412
F7549	407.2205	184.4	548899	560004	535987
F7554	407.2372	1005.87	14486070	16129746	15694896
F7555	407.2803	434.38	315842	307669	257753
F7566	408.1329	528.51	2024672	2126592	2029256
F7574	408.1953	179.24	259068	190231	292778
F7573	408.1953	166.7	196744	132139	182575
F7578	408.2239	426.32	674615	696872	674680
F7584	408.2405	1005.87	1965381	2208168	2065448
F7586	408.2523	428.62	274343	130217	162053
F7588	408.7597	830.57	2885629	2710866	2394319
F7589	408.7699	830.57	4429361	5134269	5843669
F7591	408.9114	833.96	8964092	6807655	7667116
F7602	409.1668	124.55	745258	500921	694465
F7606	409.2077	166.14	1593289	1620874	1553395
F7607	409.2077	178.1	579888	507609	533182
F7612	409.2231	425.18	233403	163682	157759
F7616	409.2361	426.32	984746	974783	943945
F7625	409.4048	136.7	702695	742232	744172
F7628	409.9147	833.96	503729	297412	574983
F7641	410.1122	184.4	111412	161716	178770
F7645	410.1665	176.95	475980	450089	462066
F7647	410.2112	1005.87	1912126	1986375	1723957
F7648	410.4079	136.7	123351	162074	127302
F7650	410.9096	833.96	2373343	1716838	2334475
F7758	411.1655	815.11	1144152	1607026	1591126
F7760	411.2063	160.5	1653343	498417	734809
F7762	411.2416	125.12	334383	437841	372369
F7773	411.3476	145.3	322437	286613	223366
F7809	412.3431	160.5	650659	745193	917835
F7814	412.3794	154.28	1595468	1509858	1381051
F7815	412.873	833.39	870189	901836	832589
F7820	412.9572	827.75	76575	220603	120591
F7822	412.9663	121.09	1452706	1721328	1598655
F7832	413.1967	163.31	14450991	14679045	14183146
F7838	413.2181	181.54	93100	40344	70369
F7842	413.9781	837.36	665822	484081	430587
F7844	414.2002	163.31	3293822	3121639	3053847
F7865	415.1077	734.8	163940	139967	138492
F7868	415.1973	162.75	2675128	2652221	2512926
F7869	415.2334	169.53	1796269	1535744	1379276
F7874	415.3063	159.93	4142838	3574910	3976515
F7910	416.0218	157.11	5974542	6088909	6188010
F7918	417.0207	850.68	331431	301386	287239
F10843	417.0254	158.24	0	322640	286273
F7923	417.1554	182.68	376424	241327	0
F7929	417.1764	166.7	2344441	2477334	2438872
F7937	417.2126	167.84	3713583	3763892	3952839
F7935	417.2126	123.4	3311480	2647441	3316530
F7936	417.2126	162.19	1350444	1508174	1512945
F7948	417.2857	153.16	18852	30442	0
F7962	417.3219	159.37	528948725	430510580	491449480
F7978	418.2158	123.98	686700	653426	812771
F7983	418.3172	170.1	660074	491896	544926
F8009	418.3252	159.37	125579307	102031748	116759640
F8008	418.3252	141.33	489055	518394	422421
F8039	418.9016	1169	777773	911124	940417
F8040	418.9016	1181.48	777773	911124	940417
F8077	419.1378	425.18	195694	202643	204431
F8076	419.1378	182.68	65257	70307	83828
F8083	419.1921	159.93	3243458	3106867	3154666
F8084	419.1921	180.96	2643639	2625393	2509217
F8086	419.2283	163.31	3614642	3227194	3366854
F8088	419.2835	145.3	3069037	3395328	3387780
F8091	419.3283	159.37	12721437	10667963	11638971
F8095	420.0217	840.82	175426	202803	279321
F8097	420.0914	892.2	203364	212275	138698
F10844	420.1872	168.4	0	198328	0
F8107	420.2965	159.93	2471123	3306047	3329866
F10848	420.3305	159.37	0	800581	0
F8117	421.0056	835.66	773007	617969	713321
F8119	421.0754	863.46	3134970	3237419	3062004
F8120	421.1422	166.14	859312	944057	742882
F8131	421.1542	166.7	640264	744640	813450
F8132	421.1542	254.95	34246	19931	97044
F8136	421.1714	124.55	92470	121627	162640
F8139	421.2077	167.84	4225043	4353142	4291334
F8140	421.2077	180.39	1531602	1485926	1533028
F8143	421.2995	159.93	515380	562843	683345
F8145	422.0789	865.2	299960	341514	290441
F8158	422.2111	167.27	496406	549260	420141
F8210	422.9771	129.16	1362993	1399682	1338088
F8211	423.0298	865.78	408165	456358	429191
F8212	423.1122	889.26	733982	763676	742392
F8220	423.1521	166.7	283242	240405	137098
F8225	423.1824	123.98	388016	298643	299906
F8227	423.1873	175.81	177783	155178	172053
F8228	423.3842	139.02	291140	309629	306847
F8231	423.4206	137.28	371907	455128	380944
F8254	424.2472	426.32	1075536	1051340	1140020
F8253	424.2472	183.83	458942	455513	424911
F8258	425.0808	847.22	1228049	1086778	1271821
F8266	425.1307	813.4	548215	568405	486725
F8270	425.2505	425.75	134352	138076	143863
F8273	425.2581	123.98	1673961	1678891	1728757
F8276	426.0129	760.2	635254	560454	636661
F8281	426.0223	839.66	47889022	58513337	50986881
F8288	426.1266	782.94	880576	1059686	924609
F8290	426.1473	426.32	479709	373099	451717
F8293	426.2613	124.55	172777	172703	233961
F8295	426.7716	833.96	496334	0	415088
F8297	426.8577	831.13	902350	924457	1236254
F8303	427.0182	841.98	164136	175586	193102
F8305	427.0255	840.24	3734808	4702691	4118324
F8309	427.1402	456.55	194350	178582	224440
F8316	427.3217	165.01	3701329	4064346	4354372
F8317	427.3217	253.82	2561637	2458329	2551940
F8319	427.9853	131.47	66595	131235	93712
F8321	428.0264	839.66	542650	631937	393857
F8325	428.3249	164.44	1067428	1209562	1150296
F8326	428.3249	253.82	780666	730474	617999
F8328	428.3379	159.37	291124	490135	0
F8339	428.8469	832.26	19553321	21840334	22076975
F8380	429.1249	716.62	453917	375221	424012
F8381	429.1551	166.7	7149982	7333932	7185901
F8384	429.1915	170.1	2578259	2268977	2594254
F8385	429.2126	163.31	1694005	1855113	1602041
F8390	429.8504	831.13	846683	738892	818015
F8391	430.1582	165.57	1263151	1202949	1287800
F8403	430.3535	417.12	296648	274211	277509
F8406	430.8263	832.83	6158223	6866730	7090121
F8407	430.8449	832.26	5570489	5769900	6225849
F8435	431.139	158.24	271834	381047	541022
F8457	431.1698	166.7	2061597	1873425	1902312
F8459	431.1916	816.82	22454363	21859912	22050162
F8458	431.1916	160.5	2585619	2795787	2786715
F8460	431.2007	895.74	306129	267802	329708
F8464	431.2283	167.84	4340922	4509025	4517685
F8465	431.2283	464.7	259577	263684	359783
F8466	431.2584	178.1	444692	420460	491206
F8467	431.3012	163.31	599676	0	0
F8470	431.3374	171.8	299790	0	0
F8475	432.0994	716.04	488197	440307	450359
F8478	432.1744	167.27	371900	431461	0
F8480	432.1952	816.82	3033124	2855292	3012222
F8493	432.8055	832.83	412183	422834	373295
F8496	432.8149	834.52	1321704	772654	1064297
F8499	432.8241	832.26	1695099	1711157	1392351
F8504	433.012	165.57	1259450	0	397492
F8507	433.0661	155.98	2090453	650048	1192749
F8512	433.1406	117.01	543557	655891	506073
F8561	433.1714	704.35	259936	300904	243340
F8566	433.2076	166.7	8902440	8871750	8894420
F8567	433.2439	166.7	1097770	1300997	1037458
F8568	433.2439	182.68	192670	168281	122782
F8569	433.3167	166.7	722853	0	316176
F8578	433.3318	162.19	216599	0	348077
F8584	433.9547	1105.32	4383909	4541495	4563221
F8583	433.9547	1066.63	1162435	1247764	1219274
F8597	434.2108	166.14	1409768	1311057	1418906
F8600	434.7944	836.22	1045565	242134	538858
F8601	434.8127	834.52	469169	144045	0
F8638	434.9482	833.96	129050	102231	136344
F8639	434.9482	878.07	9092	4519	0
F8646	435.1324	423.46	176078	186120	168080
F8647	435.1521	477	132920	213356	132178
F8652	435.1867	178.1	388289	467220	374645
F8653	435.2233	165.01	7012027	6941020	6378518
F8655	435.2517	426.32	1368462	1367644	1409149
F8654	435.2517	183.83	437479	393289	344195
F8656	435.9572	121.67	575947	591411	563493
F8658	436.1821	165.57	848712	1199188	918722
F8659	436.1821	177.52	577827	690041	569489
F8668	436.2264	165.57	1072091	1205819	1012405
F8669	436.2551	425.75	250898	297049	174270
F8670	436.7736	835.66	419207	247807	339159
F8695	437.203	163.88	1800589	1726581	1941543
F8696	437.2577	123.4	213327	167407	150054
F8700	438.1613	174.66	222707	224730	142777
F8704	439.0763	830.57	27454927	12494593	16341113
F8706	439.0858	833.39	2679841	2434758	3005208
F8707	439.0858	889.84	1108113	1331338	1137548
F8711	439.0962	849.53	2154381	1879348	1969070
F8712	439.1128	122.25	1462078	1547099	1526132
F8730	439.2185	782.94	1210170	1222239	1314600
F8729	439.2185	178.1	109194	176302	137456
F8732	439.2732	123.98	821837	1138113	1217080
F8733	439.3582	137.86	439378	457711	537545
F8742	439.3791	143.05	201091	233010	184671
F8741	439.3791	130.31	117740	167143	117012
F8745	440.0798	830.57	3118817	1508453	1985160
F8748	440.089	889.84	121256	133059	113327
F8750	440.5814	834.52	1297552	0	0
F8756	440.9489	845.47	715635	0	606206
F10888	440.9507	844.89	0	639459	0
F8762	441.2523	126.27	473920	402160	465580
F8763	441.3375	159.37	908925	921700	1177471
F8764	441.3375	251.57	487506	344954	651466
F8765	441.3738	138.44	652979	802712	717595
F8787	443.0204	855.29	326154	453024	327489
F8790	443.171	254.38	227901	180246	266280
F8797	443.3166	168.4	1418074	1433358	1344771
F8799	443.3166	253.82	772248	742256	877017
F8798	443.3166	180.96	541855	578203	656869
F8804	444.0232	829.44	775718	726941	676962
F8807	444.0327	826.04	2441238	3600679	3084400
F8808	444.0327	833.39	1065748	757119	894511
F8810	444.32	180.96	131744	113195	92786
F8811	444.7183	831.13	8414585	7875479	8723757
F8818	445.0365	827.18	231930	351173	289397
F8821	445.053	840.82	5033779	5504200	5384910
F8836	445.1865	166.7	207818755	202543796	204037702
F8837	445.1929	1005.87	1929859	2293118	1905205
F8838	445.1984	167.84	12931502	5661957	12467427
F8839	445.2073	162.19	732652	940578	761400
F8840	445.2073	172.95	733523	774533	622103
F8842	445.2438	182.68	309039	271183	189686
F8845	445.3167	152.03	669673	675476	560342
F8846	445.3324	178.67	405475	482844	399606
F8847	445.3531	157.67	3617891	2956670	3372009
F8849	445.9445	828.31	191066	0	272444
F8850	446.0566	840.24	404571	483274	472255
F8851	446.1818	167.84	5460471	6120031	5198045
F8852	446.1897	166.7	49984894	49488476	49741680
F8853	446.2026	166.7	3375403	3625042	3280632
F8854	446.3563	158.24	554923	614676	484188
F8855	446.7158	831.7	2262490	2251409	1384312
F8863	447.0635	158.8	12055411	833549	6074170
F8862	447.0635	154.28	4721787	578989	2550417
F8870	447.0724	425.75	313756	416468	350618
F8880	447.1338	150.34	44671872	44721258	45265650
