id_number	mz	rtime	neg-12C14N-3-0ev	neg-12C14N-1-0ev	neg-12C14N-2-0ev
F2	70.0641	145.3	340642	262761	391768
F3	70.4391	145.86	1736004	1722369	1820536
F4	70.946	406.66	12973652	13922537	12721081
F5	71.0114	190.74	3281135	3395427	3332989
F6	71.0121	146.42	206921	0	109346
F8	72.0172	718.37	641677	663123	619906
F10551	72.6776	146.98	0	0	304451
F14	72.9431	397.91	11269101	12258109	11032684
F26	73.0493	798.62	73681	65405	60887
F8012	74.0045	799.77	437860	400121	402409
F35	74.0246	800.34	173677875	146457880	163595643
F36	74.045	799.77	410934	443868	426695
F47	74.94	393.82	1927208	2005505	1907427
F54	74.9618	355.8	29850368	29306460	30511175
F58	74.988	202.32	12057921	12583422	14221673
F91	75.0021	208.68	417267	800067	591370
F92	75.0087	184.4	2703366154	2715565999	2807612898
F8037	75.0159	202.32	978600	0	1180760
F8046	75.0182	202.32	983655	887257	1004787
F97	75.028	799.2	1822862	1760243	1735576
F98	75.0294	184.4	17229174	18664443	19026105
F123	76.012	184.4	67217527	67536019	69155194
F126	76.0128	204.05	1202247	1340124	0
F128	76.0289	799.2	116304	148216	107215
F146	76.9589	361.66	9862916	9657993	9801341
F147	76.9589	386.23	4024806	3947643	4084035
F206	77.0129	184.4	21216769	21532958	21798570
F8062	77.0394	252.69	894242	1035781	643730
F8061	77.0394	230.22	25364	11021	5965
F221	78.9571	814.54	63673	49180	34736
F249	78.959	821.94	5460015	4625311	5116088
F8069	79.9552	830.57	26861	107476	29999
F258	79.9573	831.13	4042190	4244272	3944328
F281	80.0254	1180.89	2455721	2035985	2426960
F291	80.9651	180.96	75437059	92408679	79196629
F336	81.0457	1182.07	1573870	1283834	1596598
F339	82.9541	143.62	2540439	3148597	2694025
F362	83.0365	267.1	535564	480728	589656
F412	84.0454	803.18	1054999	1204904	939855
F410	84.0454	431.49	521388	573119	556467
F445	84.9511	142.48	240994	378459	290323
F447	84.9906	510.1	34295007	33075609	33041219
F448	85.0043	1190.39	13573483	11880707	12959445
F472	85.0406	1188.01	744866	523794	649596
F481	85.0544	352.88	1983152	2206910	2060354
F480	85.0544	255.52	63056	58768	60622
F488	85.0658	425.18	11987712	9581322	10639955
F487	85.0658	246.46	2025604	2267719	2070026
F501	86.0611	677.93	148554	131841	119140
F502	86.0692	424.61	176440	209324	208548
F517	86.9829	303.77	9312984	11047879	10097822
F516	86.9829	252.13	1751153	2349598	1932363
F515	86.9829	181.54	177612	182701	155296
F529	87.0168	251.57	60099	36469	90574
F544	87.0345	295.05	9312316	11175867	10105825
F543	87.0345	252.69	2134998	2296026	2439865
F542	87.0345	180.39	165010	188775	237998
F553	87.071	426.32	4389862	4035924	4284234
F565	87.8752	779.55	1933369	1349313	1836056
F566	87.9326	782.38	3609480	3288414	3907757
F572	87.9523	780.68	7529973	7249801	6172630
F576	87.953	780.12	2406987	2599980	1922970
F579	88.012	296.21	51197126	59925212	54670737
F578	88.012	252.69	11283875	13234796	13240872
F586	88.0129	783.51	311256	193788	602762
F594	88.014	781.81	57412491	53489878	56178231
F596	88.0171	780.68	756294	1260118	664769
F8078	88.0217	778.42	67780	127371	176176
F8081	88.0232	781.81	1161379	1083487	964296
F8089	88.0264	779.55	947681	925288	764896
F8090	88.0268	780.12	562348	784412	790802
F600	88.0282	780.68	3397008	3867053	3617683
F601	88.0282	806.6	57612	36699	45784
F603	88.0296	781.24	522719	772010	554953
F8099	88.0311	781.24	2876366	3681769	2459099
F8100	88.0317	780.68	6055557	3842710	1945429
F612	88.0404	780.68	9279404488	8577105231	8992628704
F8103	88.0504	780.68	890864	1773099	1369887
F631	88.0513	778.99	690766	856315	1040152
F10082	88.0524	780.12	0	3591513	3743208
F8106	88.0528	781.24	4133508	765474	0
F10556	88.0533	780.68	0	0	804616
F8111	88.0541	780.68	692328	687427	402766
F640	88.0575	780.68	896135	1023360	1272435
F649	88.0666	780.12	58625730	41957214	55824590
F652	88.1282	780.68	8847603	8770844	7289132
F658	88.1479	780.68	2853325	3029461	3175338
F659	88.2061	779.55	1018006	880636	1035006
F699	89.0129	299.7	9158578	10333073	9574482
F698	89.0129	252.69	1947273	2245095	1951033
F697	89.0129	181.54	140171	141503	139695
F711	89.0164	781.81	0	0	405080
F8122	89.0168	781.24	1108993	1577231	0
F741	89.0436	780.68	330587316	304721390	319756398
F744	89.0465	780.68	5722153	5319600	5522553
F746	89.0493	421.74	2181574	1875180	1923102
F750	89.0703	780.68	1406961	1399120	1312396
F768	89.9409	532.64	1540193	1551548	1653865
F797	90.0445	780.68	40517047	37704406	38219652
F800	90.047	780.68	3352021	4335650	3383189
F8125	90.9761	531.46	713536	712750	676063
F832	90.9856	197.11	1206758	1331621	1267866
F839	91.0036	530.87	124712885	121509535	131222687
F841	91.0036	1190.39	2088610	1889137	2006500
F840	91.0036	1141.02	341425	227487	284498
F842	91.0125	424.04	958789	854315	979633
F846	91.0206	151.47	322493	42813	163467
F857	91.0311	531.46	838630	881782	976277
F858	91.04	423.46	171199251	156689588	170483465
F859	91.0479	780.68	964262	1014332	940515
F860	91.0552	744.23	346656	399893	385290
F861	91.0676	422.89	616096	679538	746464
F862	91.0676	429.77	271690	327812	324763
F869	91.9392	532.64	532930	614383	539085
F880	91.9571	154.85	743166	164532	449305
F879	91.9571	151.47	502190	41280	197893
F881	92.007	530.87	2867264	2771128	2957047
F921	92.0216	156.54	1170893	182796	542310
F10123	92.0335	1176.14	0	791426	928728
F927	92.0434	422.89	3425867	2759035	3342960
F928	92.0434	428.04	2247385	2196303	2153258
F940	92.928	395.57	140785731	140370963	138021696
F944	93.0078	530.87	1149311	1147188	1184865
F949	93.0287	1180.89	631775	590241	638026
F953	93.0443	423.46	600092	464398	556828
F954	93.0443	429.77	342006	294335	380298
F1011	94.0298	805.46	42395523	40017034	40996433
F1012	94.041	1189.2	1428700	1148441	1405906
F1024	94.9251	399.66	96051090	96122368	95074896
F1069	94.9969	170.66	76750	0	75302
F1078	95.0332	804.89	1950209	1847476	1954587
F1084	95.0502	170.1	6383717	7038911	6275767
F1092	95.9522	434.96	29532262	30445117	31094463
F1093	95.9522	830.57	1493754	1779667	1890599
F1105	95.9856	836.22	3686790	2980257	3309685
F1104	95.9856	826.61	651280	809263	712482
F1109	96.0203	1190.39	2026723	1723780	1936383
F1116	96.0454	775.56	7186925	8419219	7850987
F1132	96.7693	830.57	497517	693419	677047
F1133	96.8356	830.57	1779564	1826715	1875365
F1137	96.8585	832.26	2848288	2836233	4358446
F1141	96.8679	855.29	161566	108263	175693
F1144	96.9221	394.98	15467207	15180967	15237616
F1145	96.9297	830.57	19519543	19755728	17975980
F1168	96.9393	424.61	2127858	2154489	2565873
F1169	96.9393	830.57	261086	267001	121939
F1170	96.9423	830.01	544005	462044	508427
F8167	96.9461	831.13	2020400	1508650	1956873
F1172	96.9495	831.13	1089032	1080028	1576097
F1175	96.9507	831.13	631409	1609110	1594453
F1185	96.96	830.57	3703040781	3554837367	3538151583
F1188	96.969	830.57	1057693	1101872	1492591
F11031	96.9739	830.57	0	0	1626431
F8175	96.9742	830.57	1827358	1984776	1223386
F1241	96.9763	811.7	11342215	12167656	12370664
F1290	96.9801	830.57	394393	319114	211999
F1293	96.9904	829.44	21500178	19209033	19780646
F8233	97.0001	389.15	1795929	1871422	1936169
F8234	97.0001	420.59	553181	529162	515298
F1294	97.0488	774.98	306919	301421	277219
F1295	97.0615	832.26	3348907	3506663	3853860
F1298	97.0658	167.84	13630065	14204109	14010480
F1303	97.0844	830.57	1488537	1578152	1621838
F1316	97.9594	830.57	27145976	26619039	25727352
F1317	97.9642	831.13	4234074	4502267	4278679
F10148	97.965	407.83	0	669246	617913
F1324	97.9731	392.07	4151378	4294337	4369033
F1356	97.977	831.13	1356231	1454751	1541663
F1385	98.0611	475.24	7597209	1877182	5916125
F1384	98.0611	432.07	1235367	1132424	1205863
F1396	98.9068	520.21	275423	394995	415590
F1397	98.9068	533.23	230731	280243	268948
F1398	98.9245	830.57	729823	775745	630599
F1406	98.949	120.51	11063700	11844578	11452890
F1408	98.949	322.42	14453	29728	14182
F1410	98.9558	830.57	159959217	153996493	150951796
F1411	98.9643	831.13	28488378	27178505	26800584
F1416	98.9668	426.32	186647543	186622938	192475898
F1459	98.974	368.09	672510	589710	674550
F8235	98.9871	831.7	838339	687238	498777
F1504	99.0563	804.32	401577	365927	371349
F1519	99.9702	372.78	386423	322336	387209
F1578	100.0121	798.62	437768	411737	430807
F1591	100.0485	171.8	1265333	1205514	1106754
F1590	100.0485	166.7	725414	806866	778247
F1608	100.9335	154.85	2074911	2266885	2271702
F1614	100.946	120.51	3346111	3501285	3568101
F1617	100.9675	837.94	120444	139952	123124
F1632	100.9687	838.51	1621003	1617432	1788365
F1647	100.9992	425.75	83322	72419	94705
F1703	101.0349	253.82	31310	133448	0
F1707	101.072	803.18	7888692	7612762	7748292
F1713	101.9337	780.12	1398808	1317529	1225507
F1714	101.9337	804.89	453647	497627	565447
F1723	102.0196	599.73	12107173	8967694	10907067
F1726	102.0232	810	701560	1303890	1176812
F1725	102.0232	730.1	250650	590505	567980
F1740	102.056	810.56	254530128	243923685	251390145
F1739	102.056	731.28	125564029	120440312	124380573
F1752	102.0889	810	1188559	1169978	1287378
F1751	102.0889	730.69	561103	530233	592294
F1753	102.1656	810.56	160062	111479	151539
F1754	102.9568	530.87	1470869	1461850	1443447
F1755	103.0036	803.75	72368762	69866310	72087624
F1802	103.0229	600.32	212274	0	202978
F1811	103.053	810.56	864850	993550	696062
F1817	103.0594	810.56	9750246	9375525	9435704
F1814	103.0594	732.45	4695166	4692118	4751098
F1866	104.007	803.75	1376733	1232855	1294668
F1869	104.0254	1175.55	5218881	4567036	5230211
F1874	104.0352	807.17	106982516	106736050	110518171
F1881	104.0434	429.19	567418	649810	545402
F1886	104.0603	810	566036	698074	718078
F1885	104.0603	731.86	276118	238656	260104
F1910	105.0012	173.52	26142	18789	37848
F1926	105.0192	510.1	47817271	45466426	49959314
F1927	105.0192	678.51	32015788	31793350	33006396
F1935	105.0457	1167.22	11631776	9894928	11278493
F1944	106.0063	1145.19	715251	591614	749184
F10184	106.0136	803.75	0	1854287	0
F1947	106.0142	803.18	584069	0	902821
F1951	106.0172	803.75	173829	216099	194075
F1961	106.0226	679.09	469692	497981	448948
F1958	106.0226	514.87	423895	406359	436398
F1959	106.0226	524.36	407824	406062	437712
F1960	106.0226	535.6	407824	406062	437712
F10560	106.0285	464.7	0	0	355035
F1963	106.0291	464.7	334999	334245	0
F1967	106.0661	172.37	115024	199189	0
F2006	107.0169	184.97	31048653	32735254	31637135
F2019	107.0362	1145.19	28288965	24916853	29065910
F8238	107.038	1145.19	1824085	1558388	1792452
F2025	107.0443	1144.59	13096723	11427917	12913947
F2024	107.0443	177.52	257969	28082	33576
F2031	108.0066	507.73	535097	508068	526425
F2033	108.0066	535.6	454786	432040	392290
F2038	108.0203	1190.39	23774075	20654178	23484670
F2044	108.0283	1183.26	1309152	983977	1200057
F2085	108.9018	392.07	5166075	5251379	4927834
F2086	108.9018	404.91	3490285	3577932	3441230
F2089	108.9964	192.48	44471147	46129761	45946147
F2100	109.0154	1190.39	1976381	1595055	0
F2105	109.0235	1182.07	602522	518891	565854
F2160	109.9917	526.73	8880904	7470460	8308949
F2161	109.9957	190.74	2117944	2126971	2153352
F2182	110.0722	859.96	5748516	5435574	5791881
F2181	110.0722	838.51	1837143	1707261	1737192
F2180	110.0722	826.04	1215555	1422105	1427303
F2178	110.0722	678.51	238361	212435	218958
F2191	110.8989	387.98	5724893	5779034	5431549
F2200	110.9756	149.78	34181026	37566883	35997814
F8354	110.9828	318.34	1563796	1601965	1571797
F2201	110.9852	821.94	19851754	18045043	18717908
F2202	110.993	194.22	1317974	1425540	1414061
F2203	111.0086	851.83	28664844	33028778	30348649
F2227	111.0199	319.5	267982571	268983889	264320990
F8355	111.0572	318.92	1212823	1430807	1271142
F2241	111.0814	180.39	1876195	1786682	1892653
F2264	112.012	850.68	1436521	1694974	1603779
F2266	112.0169	320.67	1665851	1769440	1759522
F2269	112.0232	319.5	11636517	11432042	11530396
F2275	112.088	1006.44	1751759	1423137	1667718
F2291	112.9474	531.46	1106739	1093683	1097723
F2294	112.955	433.22	17677854	18657516	19169406
F2317	112.9879	310.18	7170744	4391544	5707713
F2316	112.9879	289.82	3648028	1909203	2714780
F2322	113.0219	190.16	4019820	4138506	4226449
F2326	113.0356	804.32	11902388	11637166	12025299
F2343	113.072	1005.87	811150	680201	792736
F2342	113.072	818.52	582011	617753	602583
F2341	113.072	556.81	146743	106049	115195
F2355	113.0971	179.82	224021	133556	147314
F2382	113.9888	530.87	5011917	4773227	4988983
F8363	114.0175	718.37	1114631	1654912	1644336
F2387	114.0276	717.21	2432102	2593456	2349736
F2401	114.0389	804.32	195049	212744	186390
F2403	114.0559	718.96	359104742	339460000	351846151
F2405	114.064	176.38	1072238	1178026	1085272
F2406	114.064	611.51	654798	687454	661879
F10218	114.0923	426.32	0	82210	61558
F8365	114.095	718.37	1589927	1613264	977394
F2418	114.9342	780.12	65288203	67792333	65966333
F2424	114.9447	264.19	228585	251872	418124
F2422	114.9447	180.39	122770	150418	158818
F2426	114.9455	254.38	322548	113935	43287
F2439	114.9802	835.09	66208554	59378557	61568098
F2440	114.9897	530.87	1385545	1381502	1407586
F7	115.0009	193.06	2607234	2689271	2800519
F28	115.0036	781.24	25089619	24694210	24615408
F8388	115.0369	254.38	3915518	4259946	2539373
F8389	115.0369	265.36	1330861	1885411	745077
F8387	115.0369	180.96	868308	763377	578154
F8399	115.0375	181.54	718941	632912	247311
F65	115.0593	718.96	16276784	16007675	16341585
F8408	115.0642	180.96	31618	88845	36016
F85	115.0763	254.38	1549801713	1496192101	1515017895
F83	115.0763	180.96	388009480	359885252	382444299
F84	115.0763	231.39	388009480	359885252	382444299
F10479	115.0892	254.95	0	351294	77744
F95	115.1156	180.39	1276048	1370424	1396061
F8414	115.2076	180.96	209760	159677	183097
F101	115.8809	781.81	188386	265090	219130
F103	115.9206	144.74	38098386	41561897	39152682
F108	115.9385	669.81	313124	287666	227206
F112	115.9836	834.52	615989	363506	370553
F133	116.0038	400.24	3489455	3707529	3282068
F132	116.0038	364.58	295197	293626	249137
F153	116.0175	457.71	573529	625706	514262
F161	116.0254	1146.97	4687101	4941849	4948484
F160	116.0254	851.83	197675	1241075	363292
F168	116.0319	679.09	4545794	5306027	4831150
F167	116.0319	675.61	2832500	4459852	3269783
F180	116.0505	522.58	878562	945134	905188
F10480	116.0536	455.38	0	23003752	0
F185	116.0541	455.96	23277887	23054900	23200817
F191	116.0602	718.96	934070	906700	933508
F204	116.0716	674.45	1835657608	1756504433	1813877648
F216	116.0797	254.38	100363974	97010683	98714223
F214	116.0797	180.96	21025435	19448717	20175548
F215	116.0797	231.39	21025435	19448717	20175548
F218	116.0825	180.39	208773	115207	130052
F226	116.1115	673.87	8629131	9412218	8183808
F229	116.2047	673.29	1528164	1393338	1271817
F231	116.2345	681.41	162971	166389	177277
F234	116.8844	798.62	529659	262479	261598
F8462	116.8884	785.78	6501216	7086260	6294282
F235	116.9069	134.96	782770	809091	775227
F241	116.9208	158.24	1130472	1199219	1159374
F239	116.9208	140.76	971573	1077222	1025025
F252	116.9594	207.52	9987048	9971904	9969617
F253	116.9594	826.61	1549502	2033464	1900806
F8488	116.9687	784.07	8838234	9198278	9012641
F268	116.9785	835.09	3105129	2637672	2691774
F267	116.9785	828.31	634397	863717	787578
F8497	116.9792	798.04	2374290	1740545	2527416
F8500	117.006	798.62	260895	192001	0
F293	117.0192	798.62	543415096	553393430	550525765
F296	117.0205	1168.41	2569862	2090769	2405848
F305	117.0304	1161.86	354365	263329	354431
F8505	117.0376	797.47	149684	154627	172519
F320	117.0386	543.86	1659109	1121871	1349092
F322	117.0386	678.51	112723	78833	132778
F332	117.0569	455.96	1323915	1440766	1364022
F8508	117.0591	798.04	920530	2734639	0
F8510	117.0595	798.04	2608747	0	2219033
F338	117.0687	672.71	6986871	10042124	7632147
F341	117.075	673.87	101605714	97466611	101273910
F344	117.0777	675.03	1560323	1662946	1375392
F350	117.0806	254.38	4736947	4237304	4446386
F349	117.0806	180.96	727287	794171	772186
F356	117.083	180.96	274029	274744	254617
F360	117.1153	674.45	143362	155647	163524
F364	117.9143	780.68	467031	499079	306121
F374	117.9548	826.04	42076	81513	83610
F378	118.0009	397.91	2460763	2567215	2283267
F8513	118.0098	781.81	3346461	3560499	1688931
F10565	118.0145	1189.8	0	0	799463
F389	118.0226	798.62	23013873	23349651	23109545
F8514	118.0396	543.86	156538	95525	92912
F406	118.0498	454.22	853620	889819	826361
F407	118.0509	781.24	846932513	841305977	851962874
F431	118.0759	673.87	5922965	5390566	5673144
F435	118.0783	673.29	1453261	1636659	1559080
F8515	118.0914	780.68	3732189	4558616	1192779
F436	118.1872	780.68	624895	534767	472851
F460	118.9041	134.96	808015	829721	746970
F471	118.9181	665.14	1054646	1010178	1051042
F545	118.9516	364.58	12133176	11628774	12410149
F546	118.9516	862.29	677897	1029336	821742
F549	118.9661	533.23	2213359	2283366	2218852
F551	118.9694	426.9	2415281	2494883	2320042
F588	119.0235	798.62	3806009	4044217	3862746
F625	119.0477	780.68	2849324	2859756	3018219
F632	119.05	166.14	2956036	3013188	3093465
F633	119.05	247.03	2394218	2137148	2366602
F634	119.05	646.32	707074	744776	660992
F647	119.0537	780.68	35417198	35712496	35062830
F680	119.9759	676.19	207961	228002	200139
F686	120.0213	253.26	309906	514162	226349
F10254	120.0268	798.62	0	112565	90893
F10260	120.055	780.68	0	4241371	4286756
F716	120.8557	254.38	367029	642368	417386
F726	120.8875	252.69	953766	1476739	776603
F724	120.8875	175.81	68913	181415	115733
F727	120.9012	134.38	190074	201530	208448
F752	120.9486	370.43	4669232	4395933	4636867
F766	120.9866	252.69	5653880	4051941	0
F772	120.9871	252.13	2210562	5327078	4685317
F10576	120.9876	253.82	0	0	2206983
F8531	121.0099	253.26	524795	533603	392673
F8535	121.0159	252.69	624012	602122	495363
F786	121.0168	251.57	284364	48274	93795
F793	121.0293	253.26	1355071586	1557608714	1244693322
F806	121.0424	252.69	472604	354419	370457
F8547	121.0442	252.13	407386	369167	383700
F8546	121.0442	230.8	0	0	3481
F818	121.0485	253.26	361475	631988	393882
F819	121.0506	508.32	622071	590127	635113
F822	121.0517	1145.79	4946375	4407335	4985307
F837	121.0656	175.81	2134656	2359626	2235022
F836	121.0656	136.12	50694	86275	49328
F850	121.0723	253.26	6049368	6092581	7212870
F854	121.171	253.26	1490803	1722047	1059926
F853	121.171	230.8	13451	3425	12000
F856	121.2029	252.13	215322	581373	255091
F865	122.0327	252.69	103165789	120172890	94694712
F866	122.0358	1183.86	35475411	31019859	35014443
F868	122.0371	176.38	394773	394555	418880
F877	122.0755	253.26	286842	393866	293444
F884	122.9674	283.41	3319779	3525082	3322180
F892	122.9755	534.41	6782764	6816358	6795206
F893	122.9852	861.13	762623	726469	761287
F898	122.9934	593.86	299328	324550	399665
F908	123.0311	1186.82	1929195	1652657	1887482
F910	123.0336	252.69	5523344	6268407	5460964
F911	123.036	253.26	2916504	3396820	2498111
F912	123.0391	1183.86	1416827	1197558	1259265
F925	123.0814	170.66	1360582	1414814	1229964
F929	124.0071	676.19	1931796	1546528	1758702
F934	124.023	247.03	2459776	2583814	2474698
F935	124.023	410.74	110697	115830	107088
F950	124.9837	155.41	3694648	4329176	3736938
F964	125.0007	812.27	1941078	1913197	2013475
F987	125.0433	894.56	248758	419586	322631
F1002	125.0718	678.51	974520	956827	924182
F1044	125.9286	139.02	242999	185016	245045
F1089	126.0388	803.18	164511	111241	100094
F1111	126.0923	458.29	628200	679694	674224
F1126	126.9955	163.31	477413	338938	457579
F1174	127.0011	498.82	100950761	99487626	99885493
F1182	127.0056	802.62	357088	300537	350606
F1184	127.0167	420.59	13346639	13416780	13157130
F1191	127.0512	803.18	99501150	97473984	96469451
F1195	127.0593	430.34	239070	319532	283081
F1194	127.0593	428.04	67688	92776	110658
F1201	127.1126	174.66	1241648	1161946	1124146
F1199	127.1126	137.86	1036201	987074	957250
F1202	127.1126	423.46	207717	162546	184431
F1203	127.8811	811.13	72041	65976	55872
F8554	127.9893	810.56	1172071	1058038	933654
F8553	127.9893	620.35	144315	98423	130814
F1235	128.0045	540.92	10057542	9797335	10018087
F1236	128.0045	866.36	414203	458278	375350
F1239	128.0201	421.16	265501	216886	203708
F1242	128.0328	780.68	8349969	8796043	8254635
F1246	128.0352	810	295039103	275225487	284611788
F1266	128.0464	1187.42	943497	776069	1007034
F1267	128.0483	803.75	529099	454114	442274
F1271	128.0538	803.75	5166132	0	0
F10361	128.0546	803.75	0	4671337	4889037
F8560	128.0809	810	996322	0	303660
F8565	128.0815	810	1073942	1042433	832567
F8564	128.0815	669.81	837338	903303	800167
F8563	128.0815	652.19	328404	357030	370202
F1284	128.9328	152.59	599113	1027733	814384
F1285	128.9328	167.84	569645	589326	498597
F1297	128.9594	531.46	9003471	9147877	8898387
F1305	128.9804	510.7	3253913	3081270	3360115
F1306	128.9804	533.23	2241942	2231553	2292400
F1348	128.9991	404.91	6644577	6733692	6462497
F1355	129.0089	428.04	277328	259079	247763
F1357	129.0138	421.16	4625254	4657455	4923549
F1365	129.0453	253.82	257030	372680	264030
F1364	129.0453	175.23	120796	158584	88247
F1369	129.0667	701.41	309288	206211	259300
F1368	129.0667	678.51	214107	189462	154335
F1415	129.103	679.67	169926	193926	167182
F1417	129.1284	137.86	246237	265273	214399
F1418	129.1284	176.95	137337	86520	136314
F1419	129.1284	423.46	93807	95496	67681
F1424	129.1387	253.82	326293	413129	282310
F1422	129.1387	174.66	140829	201003	146123
F1423	129.1387	230.8	7651	3908	0
F1426	129.9292	592.1	347709	376732	312411
F1427	129.9755	530.87	2454716	2483231	2448129
F1428	130.0038	543.27	428938	424240	463334
F1448	130.0225	390.32	2671439	2701511	2638351
F1447	130.0225	298.54	330629	324021	284263
F1450	130.0225	691.97	216690	234924	228228
F8573	130.0398	810	1124125	0	981968
F8571	130.0398	669.81	1004862	0	1034264
F8570	130.0398	651.01	511812	0	446406
F1457	130.0408	1145.19	9894140	8659307	9833301
F1458	130.0508	543.27	98546841	96205449	99408292
F8580	130.0722	587.41	53085	70270	72244
F1463	130.0871	589.76	741006585	704751199	734273281
F1462	130.0871	559.75	377191725	379379055	376940664
F1477	130.0983	543.27	409562	360823	197901
F1479	130.245	558.57	328028	236079	242694
F1480	130.245	589.17	206761	180891	96903
F1486	130.9227	1007.02	115381	298234	148244
F1492	130.944	159.93	12661042	14614362	13843154
F1491	130.944	144.74	9976878	10998478	10472616
F1493	130.9571	414.81	60408453	62332110	61055129
F1496	130.9921	901.05	140381	170519	115117
F1500	130.9961	394.98	4383412	4315391	4470058
F1535	131.046	804.32	144415379	143384149	147056067
F1534	131.046	752.51	3568453	3647379	3585382
F1533	131.046	731.86	366504	396498	389929
F1532	131.046	683.74	354189	372541	351623
F1530	131.046	540.92	349634	0	392697
F1531	131.046	676.19	238818	215683	231904
F1536	131.0541	542.68	4893834	4992373	5090551
F1537	131.0541	760.79	110140	132823	137245
F1541	131.0598	430.34	147039	200988	133399
F1553	131.0712	252.69	127969005	129058576	128216715
F8603	131.0825	818.52	894036202	897878086	897785303
F8605	131.0825	1006.44	602071715	581556497	587390982
F8604	131.0825	974.53	479412539	473883072	480889877
F1557	131.0843	589.17	2244398	3102907	2525382
F1556	131.0843	557.98	1311661	1747190	1508901
F1560	131.0906	590.34	45371864	43892220	45118859
F1559	131.0906	559.75	24787129	24485052	24653370
F1563	131.0936	804.32	344664	380571	207268
F8607	131.1043	818.52	327388	301122	335435
F8613	131.13	819.09	3895553	3827503	3117083
F8615	131.13	984.61	2386208	1985709	2203380
F8616	131.13	1007.02	2386208	1985709	2203380
F8618	131.1306	819.09	3656412	1382736	4282384
F1574	131.2421	976.3	476485	478457	345828
F1575	131.2421	1007.02	207285	332591	183419
F1584	131.9567	415.97	422033	464870	430176
F1585	131.9816	678.51	225984	224363	47730
F1587	132.0123	477.58	3978142	3760486	3719511
F1588	132.0184	678.51	60723	63099	96340
F1589	132.0202	1174.95	1793671	1498622	1732540
F1593	132.03	815.11	262375100	258439744	263657446
F1592	132.03	677.93	65002710	46770896	57441011
F1600	132.0382	784.64	617878	633489	688189
F1601	132.0382	794.51	310567	316228	382531
F1603	132.0431	806.03	473590	676024	522585
F1605	132.0454	167.84	2501202	2429866	2308701
F1613	132.0488	803.75	5321560	5420723	5482792
F1611	132.0488	432.64	733683	890668	810267
F1618	132.0665	678.51	28727092	29368782	29040529
F1619	132.0665	792.76	33674	35494	46420
F1622	132.0745	252.69	6758300	6674918	6270082
F1621	132.0745	176.38	673248	684213	597839
F10485	132.0781	677.93	0	199383	222516
F1624	132.0795	817.95	6065642	6146854	6045831
F1626	132.0795	1006.44	3640440	3699556	3651598
F1625	132.0795	974.53	3407624	3403154	3473363
F1633	132.0858	818.52	47005822	47177396	47795587
F1635	132.0858	1007.02	31738167	30582762	30983243
F1634	132.0858	974.53	26395287	26053494	26198559
F1642	132.0915	590.34	2061639	1993724	2131357
F1641	132.0915	561.51	1404066	1316596	1374754
F1644	132.0939	592.1	838525	832782	868485
F1643	132.0939	559.75	612677	602681	648752
F1645	132.8508	812.84	392959	265235	404587
F1654	132.8677	426.9	15165457	15517077	15366889
F1666	132.9233	159.37	2022243	2457983	2276198
F1687	132.9463	833.96	2282427	2569569	2625932
F1688	132.9542	413.65	21319117	22185419	21787449
F8626	132.9655	811.13	2504353	2531502	3199545
F1699	132.9961	431.49	4542583	4329374	4693581
F1700	132.9961	812.84	69467	43581	34212
F1710	133.0017	465.28	1254138	1274768	1219361
F1718	133.0141	812.27	844723571	818964602	848248451
F1732	133.0271	677.93	159555	127746	148900
F1737	133.0334	814.54	8908987	9382837	9609729
F1736	133.0334	677.93	2529513	1770716	2289579
F1741	133.0406	1167.22	3648605	3352892	3658790
F1747	133.0505	465.87	329242727	333467700	330568927
F1746	133.0505	295.63	234770583	237430056	232990366
F8628	133.0631	812.84	3625304	3532719	3142638
F1758	133.0699	678.51	1350223	1430077	1346737
F1762	133.0868	818.52	3312333	3114698	3171370
F1761	133.0868	261.3	2317106	3844202	1785023
F1764	133.0868	1005.87	1843729	1939816	1807240
F1763	133.0868	974.53	1804900	1843542	1877831
F1765	133.0891	817.95	919137	775317	1019663
F1766	133.0891	974.53	497468	488882	487946
F8630	133.0994	465.28	1337974	1283871	1238973
F1771	133.9235	779.55	1135703	1209746	1333042
F1772	133.9235	803.18	593127	807835	646448
F1775	133.9916	157.67	26627115	30250198	27040446
F1774	133.9916	136.12	3187158	3399186	3069003
F1782	134.0175	811.7	34593012	33794687	34226992
F1785	134.0281	431.49	575373	630093	585667
F1787	134.0344	677.93	426991	0	0
F1798	134.047	457.71	60385428	48823496	54712153
F1797	134.047	300.29	52742977	38206797	44859818
F1804	134.0539	462.95	17509149	17736391	17444623
F1803	134.0539	297.38	12252098	12547804	12081349
F1806	134.061	171.23	1486769	2090809	874083
F1808	134.0708	679.09	94044	0	112662
F1823	134.0723	1141.62	2219808	2008071	2124548
F1833	134.8648	428.62	8498537	8813481	8911165
F1848	134.866	411.32	2170583	2205647	2340392
F1849	134.866	415.97	2170583	2205647	2340392
F1868	134.9158	830.57	51241441	49185250	48585912
F1877	134.9255	349.95	316696	329611	315113
F1928	134.9611	676.77	114094	151496	100091
F8635	134.9813	460.03	484824	489317	427033
F1946	135.0184	812.27	6579069	5983939	6436789
F1955	135.0298	684.91	14051971	14469554	15083386
F1962	135.0311	460.03	111573869	108320696	107482928
F1966	135.0438	458.29	179565	0	119450
F1972	135.045	252.13	104007726	102115487	103979304
