id_number	mz	rtime	posi-Yeast-12C14N-a	posi-Yeast-12C14N-b	posi-Yeast-12C14N-c	posi-Yeast-13C14N-a	posi-Yeast-13C14N-b	posi-Yeast-13C14N-c
F6785	424.8645	827.95	0	903199	1171938	0	12939	2847
F6978	510.3428	238.79	333491	289545	361158	462482	356419	419181
F7011	427.1958	169.59	758397	574497	720834	0	0	392650
F8924	534.4003	256.74	226782	76128	314757	271873	345854	341198
F9483	595.3669	145.04	0	0	953744	0	1507470	1247241
F9566	657.4724	139.87	0	657122	0	0	502626	546427
F10316	605.4273	143.05	0	0	0	933179	1045758	0
F10550	554.3324	237.83	353103	416081	442771	407778	448661	451842
F11144	694.4565	241.74	335418	0	0	0	247653	254254
F11430	624.3736	236.86	369874	45063	403186	380867	361251	455604
F11639	628.3683	172.51	167552	232473	127952	176333	228120	177135
F12037	735.1048	842.03	0	0	0	872823	684048	762472
F12064	495.2739	146.83	1086761	0	0	0	397778	0
F12656	573.949	826.81	106965	1217423	504159	0	0	0
F12704	521.2591	170.53	0	449613	298928	407072	0	0
F12761	585.4264	236.86	397762	20036	454999	0	0	0
F13236	650.8968	184.65	839819	871846	713303	0	0	0
F13255	653.4732	160.81	2001586	2522053	2138044	0	0	0
F13398	688.4411	141.99	352862	541176	0	533919	433745	0
F13470	363.257	164.92	337543	426827	189446	0	0	0
F13759	409.6832	754.62	1122484	1154697	1070972	0	0	0
F13858	402.2318	174.58	2859427	0	0	0	0	0
F13913	435.0576	686.78	2135597	2337386	2394347	0	0	0
F13946	447.068	816.58	11802	1408320	90961	0	0	0
F14044	474.7062	745.56	1439647	1463177	1405146	0	0	0
F482	314.1753	237.83	433508	517642	479569	536092	484614	508205
F705	271.2019	158.76	2312955	2522059	1981009	2502621	2563809	2278553
F866	318.1547	238.79	1400065	1446496	1534205	1711922	1699959	1664631
F3115	302.2072	263.85	4183419	471435	4513149	4388376	183300	4523296
F3297	342.243	159.79	93376	160304	244581	331808	261007	174964
F4216	400.2113	237.83	420167	42886	357967	324679	269115	257075
F4517	402.3577	416.27	273471	247579	237491	152972	188942	204766
F4656	482.3111	237.83	3663789	3804478	3938074	3981141	3896237	4156473
F4659	404.2428	237.83	2973652	2295606	2671232	3086746	3011942	2794961
F4806	406.2215	171.5	0	0	0	1360735	1339021	0
F4929	485.2531	237.83	225793	11813	265426	230693	333680	239411
F4945	485.3461	171.5	0	219999	0	0	0	429779
F5381	450.3582	157.74	71903	220943	173014	78905	122370	36164
F5766	454.2132	201.71	1361394	1079788	1299405	1201600	1089183	1269052
F5870	455.2396	420.68	696632	0	689318	942082	0	922756
F6388	372.231	301.39	9008	3040618	15200	16845	16446	17248
F6815	508.2908	238.79	304295	62711	273606	336205	376495	372071
F6884	426.2232	173.54	818244	0	1051867	810031	1165423	1057193
F6973	510.3272	429.39	1006447	1092952	1104277	1319091	1305099	1383870
F7020	427.2288	415.18	0	7791	0	0	483912	565587
F7358	515.3669	236.86	363130	64564	441250	0	317477	239933
F7578	385.2264	720.9	26776	119461	41201	643259	652702	703683
F8827	736.5194	145.04	28932	69596	263261	39985	178668	532449
F9501	540.281	236.86	268883	265211	144093	239221	305646	251851
F9554	540.3896	414.1	9180	6233	7335	528189	587830	375793
F10106	666.4229	233.86	508932	571316	764176	809356	755072	832616
F10116	548.2856	237.83	293579	14111	155221	262470	205970	266081
F10431	676.4049	237.83	285546	3305	246195	216124	263937	209803
F10692	311.2071	256.74	0	1446887	5491	0	0	6922
F10750	683.4741	158.76	622488	836572	574161	1719787	1820990	1691269
F11898	721.5063	181.7	1393732	1116369	750478	1190087	1102712	757034
F12041	493.2283	238.79	573907	0	282647	417193	0	0
F12651	223.9725	782.14	1792041	0	0	0	0	0
F12690	227.0343	778.96	814149	852609	908188	0	0	0
F13080	778.5505	139.87	0	33788	0	499631	480077	0
F13585	746.4833	118.83	207721	255619	240070	275615	246201	0
F13639	602.3287	172.51	0	0	0	4330313	0	0
F13710	740.3398	656.29	0	0	0	518164	566318	0
F814	317.1596	230.88	588973	563227	516433	576609	455650	487428
F1415	151.1482	235.83	1183936	103205	1342444	1455880	1354686	1597182
F1622	155.0678	251.7	223823	0	0	222616	287211	317802
F2027	330.17	237.83	725920	742567	742742	811191	791693	913088
F2588	239.1494	259.78	227766892	235468761	241624413	267051115	270977984	277413556
F2799	242.1871	425	1834881	1682230	1881129	1622220	1670028	1692033
F2831	299.2008	145.04	27922086	28159490	29086191	29103994	27115292	27601108
F2910	339.2319	144.07	1169079	913882	1137735	1064845	810522	792596
F3489	306.3232	303.64	0	0	0	1567501	1468929	1648149
F4112	398.3055	141.99	183549	134358	219577	185083	135671	195215
F4429	480.3169	421.76	680265	825905	741729	1038749	1042491	1081878
F4497	358.2223	237.83	1581717	464047	1683988	1117463	1033788	1068166
F4735	444.3474	237.83	219600	0	249797	292869	0	190436
F4741	360.2016	161.85	659652	495664	268658	489565	712174	368543
F4913	407.2417	236.86	0	0	184193	176110	191083	233168
F5261	489.2334	237.83	366292	52511	372896	373583	344876	380460
F5713	415.2803	232.87	1008313	5704	985140	0	1185035	1281457
F5734	494.3478	235.83	135005	32488	244175	222754	406143	435255
F5914	456.2232	236.86	364979	337443	403250	372583	397891	498319
F5973	417.2884	174.58	769400	908368	0	1118548	1001873	1009110
F6499	504.3388	174.58	1963245	1962235	1840597	2567448	2111159	2235491
F7137	428.3121	144.07	0	0	0	0	0	795405
F7274	430.1478	293.91	590915	0	538476	1021414	814496	842570
F7445	430.3892	415.18	292501	289865	289945	202721	183874	194381
F7620	473.2517	159.79	100018	310959	415571	332979	176901	319022
F7934	387.2531	406.53	281328	298790	350301	279116	267956	313726
F8328	390.7244	426.07	136660	81502	179690	247080	240239	273957
F8465	580.3768	414.1	0	0	0	0	403293	445514
F8504	581.3404	126.22	2028244	2106672	2021726	2127254	2177127	1929299
F8651	531.2959	236.86	220765	11956	226221	232778	224261	139515
F8814	534.2548	237.83	390345	497279	428753	554403	542426	505506
F9053	590.2786	172.51	555416	728096	675065	641351	641402	713972
F9076	590.3689	244.69	180131	56369	286600	334664	337384	419367
F9787	661.2458	525.28	633514	727014	719114	817074	769834	702556
F9867	838.353	681.3	0	0	0	13027	974174	899875
F9973	858.3392	685.62	0	0	0	1629146	1791169	1301327
F10503	608.3616	467.31	0	0	0	711483	715422	716771
F10827	614.3374	349.42	2141605	2393527	2230165	1975715	1928144	2094936
F10926	347.1474	647.47	410450	587446	992217	0	0	24106
F11071	384.2222	720.9	392732	1443952	425935	4442256	4490858	4689580
F11776	713.4216	157.74	179925	113703	0	0	42417	535272
F12370	359.2044	158.76	0	388144	258956	323823	0	0
F12616	470.2052	420.68	0	616712	662376	0	0	0
F12891	612.3554	141.99	0	393125	0	517396	313208	0
F12939	644.3429	145.04	0	1265165	0	0	0	0
F13401	389.1956	236.86	0	0	510848	0	573695	0
F13483	367.207	157.74	640549	259859	0	0	0	0
F13516	714.3535	171.5	381660	0	370264	0	436251	0
F1215	322.1818	713.28	0	0	0	5436336	5424568	5432113
F1677	155.1454	184.65	0	0	0	992451	946026	1032197
F2075	289.8804	797.36	1455831	9036	3791032	0	0	0
F2329	166.1091	788.71	0	0	0	840630	892087	1056584
F3020	301.1436	237.83	560538	633311	572683	644253	656135	728394
F4147	399.2162	831.27	0	0	0	431271	488263	758920
F4357	401.2146	167.76	500457	0	649048	429046	387363	492690
F4630	359.1852	237.83	383244	80595	319787	437358	444249	335948
F4695	359.2989	141.99	0	0	387860	0	0	325486
F5975	417.2884	202.7	2089623	1822962	0	1872702	2123004	2484653
F6801	376.2117	237.83	543188	539657	552753	628192	699810	608231
F7309	514.4241	140.93	957162	376524	0	0	614747	836200
F7715	518.2751	237.83	257145	14447	217730	171056	217342	291517
F9013	535.5092	139.87	0	1394830	1321498	0	789510	895409
F9296	650.4994	823.3	0	0	0	477684	390520	273133
F9880	600.3586	157.74	425116	201741	135831	101315	221237	50106
F10100	547.5199	236.86	1203771	109446	799798	840108	811358	748589
F10202	548.4526	116.71	136724	185646	204910	129733	190842	197107
F10268	671.3497	413.02	0	0	0	2575524	2533329	2214508
F10573	679.4013	125.2	300059	0	311846	247446	275234	263405
F10796	557.2995	239.78	222630	85959	208650	291985	230674	289333
F10891	615.4439	239.78	179849	180533	0	0	417876	208949
F11010	618.2542	634.83	0	0	0	703160	650742	560405
F11067	562.301	237.83	190682	14782	265322	184974	288870	213705
F11373	566.2964	237.83	284574	55257	368990	373863	389639	389659
F11664	708.4006	257.76	0	2729461	0	0	0	0
F12003	485.1947	131.41	898548	0	0	0	0	0
F12962	328.9362	815.52	1363768	0	0	0	0	0
F13143	634.4448	248.68	649075	0	998975	0	0	0
F13171	343.1238	859.08	4504	1081391	129892	0	0	0
F65	196.869	817.68	560416	906143	527858	1994916	2121307	2671822
F304	130.9577	826.81	1448301	1332460	1804471	8061	1453	0
F576	204.1056	805.42	0	0	0	0	0	677532
F685	271.1548	137.77	0	0	333650	365426	504546	410817
F696	316.1543	237.83	563236	599349	520001	629710	613423	590183
F888	318.2064	236.86	3203103	3282751	3585593	3856009	3691178	3951154
F966	142.9387	837.82	3894692	7542780	5711479	14056852	14166087	13305566
F2132	229.1802	145.04	295718	470293	326465	1492779	1594424	1751585
F2238	332.2795	141.99	1910378	1716845	1870969	1950220	2077079	1867113
F2266	333.0895	831.27	0	0	0	0	592054	611392
F2619	336.238	143.05	335341	265641	634189	1444508	1678533	1550674
F3539	255.2112	145.04	4119494	4132394	3981999	3908937	3969331	4054235
F3975	349.1685	167.76	0	243581	0	0	0	377673
F4060	355.197	238.79	1514059	56946	1509685	1696781	1679020	1642797
F4081	355.2266	237.83	2691651	2796239	3120576	3061256	3084827	3184697
F6374	503.2487	236.86	293933	61550	328164	295697	292424	359037
F6936	465.2662	144.07	0	357818	0	587386	0	0
F7067	466.3163	254.73	25916	1846583	6025	0	36984	0
F7646	517.4087	140.93	0	1772760	2189212	2265214	1912291	1724195
F7907	436.233	145.95	351655	539061	657131	445376	602069	575844
F8166	522.4521	138.82	1185237	0	0	954914	1360375	1029496
F8729	585.3249	229.88	577624	658565	677999	540343	489815	667013
F8838	587.3101	347.34	3658608	3624745	3615277	3807630	3718069	3746428
F9026	748.3886	236.86	270284	0	0	265128	286737	341874
F10061	666.3327	237.83	464494	370517	482431	378570	403648	372269
F10542	608.4002	237.83	134933	24046	274646	289859	327232	365548
F10601	297.1912	259.78	38221	3124806	17799	45668	44346	67047
F11618	627.44	140.93	479238	190212	363513	408923	485689	207867
F12271	305.1534	146.83	0	565345	0	0	0	0
F12451	299.1005	303.64	50817	2756797	75227	0	0	0
F12710	228.0282	672.6	724875	874726	836571	0	0	0
F12912	623.4234	160.81	0	320791	408255	0	0	0
F13212	347.2341	160.81	34167	229054	184857	385934	275279	0
F13220	648.379	188.57	1318288	1434903	1391733	0	0	0
F13527	370.1858	237.83	884250	1012779	1171941	1051477	1164435	0
F13757	876.383	762.64	1353130	1351985	1270760	0	0	0
F13841	305.0662	697.82	1211268	1607962	1806004	0	0	0
F14003	461.3094	145.95	339538	505389	0	331602	0	0
F336	200.165	146.83	16290468	17187032	17317323	33799329	33274825	34221216
F722	271.286	141.99	0	0	0	1348085	1379583	1188564
F797	317.124	164.92	254320	272662	324646	381205	340427	406687
F1764	327.2357	169.59	796174	678246	946899	202557	0	163282
F1912	288.1595	161.85	1061821	910530	1445304	1247268	1088735	1322157
F2862	174.0847	659.46	0	0	0	2004134	2067965	2169836
F3351	305.1937	146.83	0	0	0	0	307860	332529
F3506	182.0226	838.89	0	0	0	1550186	2156627	1396095
F4478	402.252	189.56	196224	315374	272424	207778	192366	265513
F4510	402.3368	167.76	453882	0	0	0	246310	271723
F4829	406.2586	237.83	1785595	2033303	2000501	2072095	2335153	2179478
F5105	447.3319	156.73	89415	0	241876	243654	0	128733
F7824	476.2642	236.86	550599	419155	328507	457196	524317	495311
F8170	526.3014	237.83	215968	17536	234151	270763	205966	298360
F8378	578.9373	116.71	342586	255176	190979	324786	383877	344323
F8455	634.8615	819.88	0	0	0	497753	708125	1101583
F8549	637.2875	807.69	0	0	0	611217	674017	826245
F9676	818.4273	174.58	246214	163365	294398	410878	352055	371693
F10886	345.1525	169.59	485820	561962	0	0	0	576590
F11044	618.4012	237.83	266461	7125	0	386851	324191	3649
F11116	562.3798	258.76	38931	1294779	39690	20502	18206	52166
F11995	732.3937	144.07	0	0	0	653076	0	547121
F12105	499.1961	737.74	1067298	1269874	1217072	0	0	0
F12199	186.0762	794.19	6106782	273767	4643052	0	0	0
F12515	430.3229	430.49	0	425164	570444	217613	0	0
F12726	582.343	143.05	360746	460803	633257	568619	457682	0
F13045	529.3539	144.07	0	0	33232	2646792	0	0
F13443	424.2475	145.95	0	0	451191	0	0	0
F13622	384.1802	145.95	476029	30717	373018	0	199188	0
F13777	412.2456	420.68	452115	518808	0	0	0	0
F47	121.0397	416.27	823119	690222	838626	875981	865132	838265
F308	265.2166	145.04	3182986	3527681	3655349	3574514	3750831	3163650
F930	274.9105	826.81	11613695	12157754	16140561	472545	354954	253685
F1132	321.2021	247.67	0	0	0	833687	701810	441300
F1510	219.1093	253.71	887215	842611	1012236	880716	0	977345
F1779	286.2744	143.05	1460998	1229925	1009766	1587214	1238207	1292120
F2642	297.2176	238.79	0	0	0	617617	578662	693497
F2971	340.1853	378.09	2320384	2243721	2122433	2371541	2246044	2290485
F3395	343.2267	147.7	9869316	9716479	8945963	9312742	9148051	9197210
F3532	344.2798	155.75	224820	333707	377376	276036	357471	653288
F3584	182.1903	152.07	959564	1398533	888082	1168438	701496	467391
F4644	482.2965	146.83	314648	383343	331289	575977	137018	286052
F5149	448.2177	238.79	1734920	1957471	2067999	2055658	2053393	2089281
F5226	488.3432	140.93	319775	228318	120672	256377	287143	205783
F6438	460.3713	145.95	4253009	0	0	0	0	3568766
F6679	423.3835	140.93	3259393	2990108	3726977	2541487	3015209	2945402
F7200	468.259	237.83	537698	509321	554563	547160	616796	647428
F7252	514.2646	129.37	396534	0	0	0	442549	436241
F7589	432.2805	200.65	93918477	90903312	99794887	98744392	97557037	102424878
F7779	475.2973	172.51	0	0	0	0	3777907	0
F8716	585.2882	144.07	198853	0	566864	74293	348270	221478
F8821	534.2698	237.83	156957	6311	158016	258002	141727	276805
F9008	644.4045	117.76	596389	534354	749945	0	0	633444
F9116	590.4628	118.83	172042	164595	141283	146793	118100	184148
F9518	655.4889	236.86	450284	154914	636838	15724	63400	113029
F9911	600.4259	256.74	0	1829771	0	0	7756	0
F10355	551.3304	127.33	884008	1008474	981981	0	1023884	702484
F10678	682.327	236.86	403242	348779	407624	358131	403447	387450
F10983	560.4001	216.69	381328	416650	380035	394585	393324	485501
F11216	696.5243	122.08	413942	456953	468010	553426	541297	540352
F12025	491.7966	137.77	560354	682352	603052	455092	362566	0
F12161	279.1263	252.7	696250	779177	684101	1246467	0	0
F12490	207.0059	825.59	438667	1613238	551808	0	0	0
F12643	221.0595	687.86	1713493	1809036	1782651	0	0	0
F12659	224.1262	235.83	1047375	1167742	1338375	0	0	0
F12751	584.8578	188.57	686525	572602	403401	0	0	0
F12789	234.1454	645.21	594156	632869	621722	0	0	0
F12811	324.0806	697.82	880964	1305218	1341061	0	0	0
F13004	680.3636	145.95	0	201704	0	252581	427804	0
F13536	371.17	236.86	255636	2396	227074	270636	246311	0
F13545	372.2379	147.7	1676756	2129452	1352807	1140291	1310812	0
F13556	471.4027	158.76	0	0	0	1268525	0	0
F13674	391.1861	206.71	617931	741112	790469	847332	846466	0
F739	207.1232	185.63	0	0	0	1011949	1030678	1005764
F961	319.1731	187.59	412347	481914	0	407227	0	430199
F2343	333.3417	168.67	0	0	0	0	367671	410249
F2467	236.9857	824.43	22511	214420	14361	1099334	1158823	1113246
F3069	340.8819	845.08	0	536228	139599	3194295	3817290	4347088
F3367	252.192	662.63	0	0	0	1566160	1644546	1600172
F4135	355.2954	143.05	340044	422521	329224	507051	411123	565397
F4201	356.1918	186.61	7133538	7190346	7275307	7553808	7780188	7830579
F4311	479.2387	215.7	0	675474	846146	603012	0	728465
F4631	443.3352	144.07	0	551742	326733	0	0	389978
F4807	406.2215	237.83	702090	755032	683689	855593	997735	933947
F5877	497.2358	664.81	651593	430488	377799	10539152	9965901	9792054
F6551	373.2565	257.76	0	1314604	26993	11450	10219	41315
F6577	374.1797	242.72	498446	372179	511150	3144391	3428536	491796
F6646	423.2748	408.65	401382	354095	349879	0	400498	412278
F6923	510.2699	219.69	1351874	1045342	1352170	1422176	1486751	1658737
F7753	518.3693	161.85	162924	64130	59285	490816	429628	185565
F7931	387.2491	414.1	1858017	2018347	2336868	1226543	1205394	1497308
F8011	478.2795	237.83	770254	734391	900286	971503	1012519	932522
F8641	531.2665	802.36	0	0	0	3090202	3686326	4356690
F8890	534.3488	174.58	573180	594146	543591	956670	732714	750248
F11127	401.2638	164.92	436466	1894323	2150549	876447	782457	969308
F11268	419.2067	236.86	305406	22718	388948	328887	319436	469514
F11937	726.3535	236.86	194538	0	0	0	180750	374606
F12288	521.6982	644.06	597625	21971	629721	0	0	0
F12525	553.2068	641.74	645421	747036	667134	0	0	0
F13000	615.4048	143.05	409674	304449	424827	278589	0	0
F13421	415.3038	145.04	0	0	360283	0	291824	0
F13727	848.306	675.89	1857949	1827747	1236375	0	0	0
F14009	463.2309	171.5	850362	497592	0	564840	0	0
F973	319.2099	236.86	152552	19627	97950	207304	210816	206605
F1444	325.1429	147.7	4311967	2850734	3166862	3243337	3131793	3180738
F1537	219.1709	369.51	2337541	2334400	0	2508166	2380345	2344844
F2544	169.1223	152.07	32723288	31329313	32990466	21255436	19059426	16956716
F2725	298.1862	418.51	56920212	58057083	53357081	54324209	54067510	52360047
F2761	337.257	232.87	1089144	987822	1097219	1111651	1091430	1105981
F3034	301.2011	129.37	0	0	209622	250417	0	293379
F3175	303.0318	701.1	0	0	0	780660	851059	1055725
F3253	304.116	509.04	865831	502692	0	0	0	820170
F3509	307.1752	187.59	1078196	957733	972689	1080944	986528	1093754
F3592	345.1891	374.91	4459925	4987628	5625834	4732572	4965817	5536392
F3879	396.2162	147.7	384392	401742	868105	0	295684	271452
F4987	408.238	154.79	860971	800450	923485	1100489	0	853332
F5140	363.1778	164.92	0	396669	469880	418902	352027	237581
F5492	491.291	187.59	0	820722	776202	0	903410	838526
F5564	492.2813	168.67	571773	514915	665923	718041	796474	522371
F5950	417.263	235.83	299681	77729	413934	442691	368347	390468
F6277	502.2864	445.36	855656	862276	886401	976862	1028677	1057427
F6325	502.3595	227.85	943365	242487	1056868	968159	896515	1006271
F6586	374.2172	164.92	1832556	1156042	1202938	1152887	979269	881819
F6881	464.3737	141.99	3577812	2876541	3111658	3295343	3440562	2915196
F7124	467.2046	125.2	1029192	1118016	1236536	1167467	1121905	1277042
F7201	380.3781	139.87	0	0	0	841173	1305000	1116905
F7390	470.2532	414.1	570152	608282	584486	5387	7810	7371
F7463	384.2534	117.76	139566	180098	173303	200147	217568	245622
F8554	582.3846	417.43	212101	197392	274672	352790	356879	383715
F10336	550.4587	171.5	0	0	0	3872858	3781980	3919085
F11836	150.0776	527.5	1254925	1223993	1204084	0	0	0
F11875	254.0192	794.19	26284	883542	0	0	0	0
F12020	490.3979	139.87	701144	737073	0	720336	697639	0
F12086	187.9988	827.95	0	892765	1043732	0	0	0
F12192	185.0769	835.59	309857	1870287	516278	0	0	0
F12417	377.2391	257.76	0	0	1430759	495800	0	0
F12480	206.0559	646.35	519443	668622	788307	0	0	0
F12556	447.2226	236.86	0	5360	0	0	958358	0
F12885	610.5403	138.82	0	722170	519950	0	374644	0
F12900	606.3531	123.13	326449	261094	296656	0	260567	0
F13145	635.141	826.81	45445	894494	83436	0	0	0
F13146	341.2798	169.59	1420458	1593719	1668977	0	0	0
F13326	353.3162	257.76	0	1167936	5358	0	0	0
F14025	467.6768	566.98	734498	877864	943212	0	0	0
F344	267.0631	807.69	5434	977407	75421	0	0	0
F407	133.0859	253.71	26028021	27916786	28542695	31088574	31569874	31923531
F858	273.2216	145.95	3891616	3986634	3974722	3871980	3341874	3696624
F1098	277.1762	712.19	134143	1155731	247558	1427944	1407893	1389254
F2005	329.2799	186.61	1992963	1995052	2538415	613296	802750	797332
F3495	181.1587	145.95	3859379	3622309	4700853	6990312	6858593	6649597
